Index, u_t(us), y_t(us), u(rad), Theta(rad), Omega(rad/s), Thetad(rad/s)
348, 27387749, 27388280, -0.08753628, -0.14553261, 8.90476227, 9.09815693
349, 27388749, 27389276, -0.08995172, -0.13675880, 9.00000000, 9.12019634
350, 27389749, 27390273, -0.09236707, -0.12874794, 9.00000000, 8.98653412
351, 27390749, 27391275, -0.09478183, -0.12035561, 8.93650818, 8.61005306
352, 27391749, 27392273, -0.09719572, -0.11310768, 8.77777863, 8.52604198
353, 27392749, 27393271, -0.09960872, -0.10547829, 8.55555725, 8.03285503
354, 27393749, 27394283, -0.10201982, -0.09861183, 8.33333588, 7.87717152
355, 27394749, 27395277, -0.10442874, -0.09174442, 8.04762268, 7.48716688
356, 27395749, 27396278, -0.10683443, -0.08640385, 7.69841003, 7.24802065
357, 27396749, 27397276, -0.10923751, -0.08220768, 7.22222137, 6.51199579
358, 27397749, 27398272, -0.11163882, -0.07839298, 6.68254089, 5.61838770
359, 27398749, 27399274, -0.11403804, -0.07495975, 6.11111450, 4.92239857
360, 27399749, 27400274, -0.11643488, -0.07228947, 5.53968048, 4.34777308
361, 27400749, 27401273, -0.11883003, -0.07038212, 4.90476227, 3.70048285
362, 27401749, 27402277, -0.12122299, -0.06961918, 4.20635223, 3.00856686
363, 27402749, 27403275, -0.12361481, -0.06923771, 3.44444275, 2.14204764
364, 27403749, 27404275, -0.12600608, -0.07000065, 2.65079498, 1.46269429
365, 27404749, 27405281, -0.12839581, -0.07038212, 1.95237732, 0.60389000
366, 27405749, 27406280, -0.13078654, -0.07190800, 1.28571320, 0.22366969
367, 27406749, 27407280, -0.13317844, -0.07343388, 0.65079498, -0.45142785
368, 27407749, 27408280, -0.13557312, -0.07610416, -0.01587677, -0.86602581
369, 27408749, 27409278, -0.13797133, -0.07877445, -0.61904907, -1.56223559
370, 27409749, 27410278, -0.14037362, -0.08144474, -1.15872955, -1.98979938
371, 27410749, 27411276, -0.14278139, -0.08449650, -1.63492203, -2.25237918
372, 27411749, 27412277, -0.14519519, -0.08754826, -1.98412704, -2.56083488
373, 27412749, 27413273, -0.14761664, -0.09060001, -2.30158615, -2.75026727
374, 27413749, 27414277, -0.15004663, -0.09403419, -2.58730316, -2.86660314
375, 27414749, 27415275, -0.15248616, -0.09746742, -2.80952454, -3.08561444
376, 27415749, 27416277, -0.15493475, -0.10090065, -3.00000000, -3.21974778
377, 27416749, 27417275, -0.15739365, -0.10433388, -3.12698364, -3.30212307
378, 27417749, 27418272, -0.15986301, -0.10738564, -3.22222137, -3.35271239
379, 27418749, 27419274, -0.16234313, -0.11120033, -3.31745911, -3.23658323
380, 27419749, 27420274, -0.16483560, -0.11463356, -3.34920502, -3.45965981
381, 27420749, 27421276, -0.16733965, -0.11806679, -3.41269684, -3.44946051
382, 27421749, 27422274, -0.16985518, -0.12150002, -3.44444275, -3.44319677
383, 27422749, 27423275, -0.17238171, -0.12493324, -3.44444275, -3.43935013
384, 27423749, 27424275, -0.17491801, -0.12836647, -3.44444275, -3.43698764
385, 27424749, 27425273, -0.17746295, -0.13179970, -3.44444275, -3.43553662
386, 27425749, 27426273, -0.18001573, -0.13485146, -3.41269684, -3.43464565
387, 27426749, 27427269, -0.18257557, -0.13828468, -3.41269684, -3.28690100
388, 27427749, 27428270, -0.18514146, -0.14171791, -3.41269684, -3.34336400
389, 27428749, 27429272, -0.18771429, -0.14515114, -3.41269684, -3.37803960
390, 27429749, 27430274, -0.19029149, -0.14858437, -3.41269684, -3.39933491
391, 27430749, 27431270, -0.19287260, -0.15201759, -3.41269684, -3.41241312
392, 27431749, 27432282, -0.19545591, -0.15506935, -3.41269684, -3.42044497
393, 27432749, 27433270, -0.19804053, -0.15812206, -3.34920502, -3.27817988
394, 27433749, 27434273, -0.20062467, -0.16117382, -3.28571320, -3.19117856
395, 27434749, 27435269, -0.20320690, -0.16384411, -3.22222137, -3.13738036
396, 27435749, 27436269, -0.20578608, -0.16613293, -3.12698364, -2.95714355
397, 27436749, 27437269, -0.20836170, -0.16880322, -3.06349182, -2.69925737
398, 27437749, 27438269, -0.21093182, -0.17147350, -2.96825409, -2.68807912
399, 27438749, 27439279, -0.21349451, -0.17414379, -2.84127045, -2.68121409
400, 27439749, 27440268, -0.21604921, -0.17643261, -2.74603271, -2.67699790
401, 27440749, 27441270, -0.21859314, -0.17872143, -2.65079498, -2.52721143
402, 27441749, 27442278, -0.22112559, -0.18101025, -2.58730316, -2.43522286
403, 27442749, 27443274, -0.22364388, -0.18291759, -2.52381134, -2.37872982
404, 27443749, 27444272, -0.22614664, -0.18482494, -2.42856979, -2.19683814
405, 27444749, 27445269, -0.22863330, -0.18711376, -2.36507797, -2.08513284
406, 27445749, 27446269, -0.23110223, -0.18902111, -2.30158615, -2.16372895
407, 27446749, 27447265, -0.23355028, -0.19130993, -2.23809433, -2.06479955
408, 27447749, 27448267, -0.23597592, -0.19321728, -2.17460251, -2.15124154
409, 27448749, 27449271, -0.23837766, -0.19550610, -2.11111069, -2.05713058
410, 27449749, 27450272, -0.24075493, -0.19741344, -2.07936478, -2.14653182
411, 27450749, 27451274, -0.24310376, -0.19893932, -2.04761887, -2.05423832
412, 27451749, 27452276, -0.24542134, -0.20122814, -2.01587296, -1.85036051
413, 27452749, 27453282, -0.24770509, -0.20275402, -1.98412704, -2.01954818
414, 27453749, 27454282, -0.24995348, -0.20466137, -1.95238113, -1.82905626
415, 27454749, 27455270, -0.25216401, -0.20656872, -1.92063522, -1.85926688
416, 27455749, 27456269, -0.25433180, -0.20809460, -1.88888931, -1.87782013
417, 27456749, 27457267, -0.25645298, -0.21038342, -1.88888931, -1.74201667
418, 27457749, 27458279, -0.25852311, -0.21229076, -1.88888931, -1.95301092
419, 27458749, 27459267, -0.26054123, -0.21381664, -1.85714340, -1.93539131
420, 27459749, 27460285, -0.26250461, -0.21572399, -1.85714340, -1.77737296
421, 27460749, 27461279, -0.26440778, -0.21724987, -1.82539749, -1.82752669
422, 27461749, 27462268, -0.26624772, -0.21953964, -1.82539749, -1.71113002
423, 27462749, 27463276, -0.26801848, -0.22106552, -1.82539749, -1.93441033
424, 27463749, 27464278, -0.26971531, -0.22335434, -1.85714340, -1.77677059
425, 27464749, 27465264, -0.27133262, -0.22526169, -1.85714340, -1.97435427
426, 27465749, 27466266, -0.27286854, -0.22716904, -1.88888931, -1.94849873
427, 27466749, 27467281, -0.27432021, -0.22945786, -1.92063522, -1.93262005
428, 27467749, 27468279, -0.27568492, -0.23136520, -1.95238113, -2.07006621
429, 27468749, 27469277, -0.27696091, -0.23327255, -1.95238113, -2.00727844
430, 27469749, 27470281, -0.27814534, -0.23556137, -2.01587296, -1.96871853
431, 27470749, 27471281, -0.27923492, -0.23785019, -2.04761887, -2.09223533
432, 27471749, 27472281, -0.28023043, -0.23975754, -2.07936478, -2.16809082
433, 27472749, 27473277, -0.28113174, -0.24204636, -2.14285660, -2.06747818
434, 27473749, 27474278, -0.28193861, -0.24433517, -2.14285660, -2.15288663
435, 27474749, 27475274, -0.28265384, -0.24624252, -2.14285660, -2.20533848
436, 27475749, 27476272, -0.28328073, -0.24853134, -2.14285660, -2.09035325
437, 27476749, 27477274, -0.28382343, -0.25043869, -2.14285660, -2.16693497
438, 27477749, 27478282, -0.28428578, -0.25272751, -2.14285660, -2.06676841
439, 27478749, 27479274, -0.28466970, -0.25463486, -2.11111069, -2.15245080
440, 27479749, 27480279, -0.28498200, -0.25654221, -2.11111069, -2.05787325
441, 27480749, 27481281, -0.28522846, -0.25883102, -2.07936478, -1.99979031
442, 27481749, 27482279, -0.28541160, -0.26073837, -2.07936478, -2.11131740
443, 27482749, 27483277, -0.28553626, -0.26264572, -2.07936478, -2.03261209
444, 27483749, 27484277, -0.28560552, -0.26455307, -2.07936478, -1.98427665
445, 27484749, 27485284, -0.28562328, -0.26646042, -2.04761887, -1.95459247
446, 27485749, 27486282, -0.28559175, -0.26836777, -2.01587296, -1.93636250
447, 27486749, 27487280, -0.28551105, -0.27027512, -2.01587296, -1.92516685
448, 27487749, 27488278, -0.28538415, -0.27256393, -1.98412704, -1.91829133
449, 27488749, 27489276, -0.28521058, -0.27408981, -1.98412704, -2.06126642
450, 27489749, 27490276, -0.28499058, -0.27599716, -1.98412704, -1.85467672
451, 27490749, 27491277, -0.28472453, -0.27828598, -1.95238113, -1.87500119
452, 27491749, 27492277, -0.28441265, -0.27943039, -1.92063522, -2.03468060
453, 27492749, 27493275, -0.28405359, -0.28095627, -1.85714340, -1.69115198
454, 27493749, 27494273, -0.28364632, -0.28210163, -1.79365158, -1.62737811
455, 27494749, 27495279, -0.28318989, -0.28324604, -1.73015976, -1.44138312
456, 27495749, 27496277, -0.28268367, -0.28439045, -1.60317612, -1.32678998
457, 27496749, 27497274, -0.28212559, -0.28515339, -1.47618866, -1.25641489
458, 27497749, 27498274, -0.28151739, -0.28553486, -1.31745911, -1.06599772
459, 27498749, 27499274, -0.28085944, -0.28591633, -1.15872955, -0.80185920
460, 27499749, 27500276, -0.28015262, -0.28629780, -1.00000000, -0.63964373
461, 27500749, 27501280, -0.27939659, -0.28629780, -0.84127045, -0.54002225
462, 27501749, 27502276, -0.27859122, -0.28629780, -0.65079498, -0.33164412
463, 27502749, 27503273, -0.27773729, -0.28629780, -0.52381134, -0.20367275
464, 27503749, 27504273, -0.27683505, -0.28591633, -0.33333588, -0.12508164
465, 27504749, 27505275, -0.27588543, -0.28553486, -0.20635223, 0.07038110
466, 27505749, 27506279, -0.27488887, -0.28515339, -0.04762268, 0.19042072
467, 27506749, 27507275, -0.27384749, -0.28477192, 0.07936859, 0.26414070
468, 27507749, 27508278, -0.27276036, -0.28400898, 0.23809814, 0.30941439
469, 27508749, 27509276, -0.27163106, -0.28324604, 0.30158997, 0.48441589
470, 27509749, 27510282, -0.27046081, -0.28248310, 0.39682770, 0.59188962
471, 27510749, 27511284, -0.26925114, -0.28172016, 0.49206543, 0.65789258
472, 27511749, 27512282, -0.26800576, -0.28095627, 0.58730316, 0.69842702
473, 27512749, 27513275, -0.26672778, -0.27981186, 0.65079498, 0.72368842
474, 27513749, 27514275, -0.26541692, -0.27904892, 0.68254089, 0.88603181
475, 27514749, 27515277, -0.26407439, -0.27828598, 0.74603271, 0.83853418
476, 27515749, 27516277, -0.26270339, -0.27714157, 0.77777863, 0.80936444
477, 27516749, 27517279, -0.26130652, -0.27637863, 0.80952454, 0.93864799
478, 27517749, 27518281, -0.25988430, -0.27561569, 0.84127045, 0.87084746
479, 27518749, 27519282, -0.25843951, -0.27447128, 0.87301636, 0.82920909
480, 27519749, 27520284, -0.25697497, -0.27332687, 0.87301636, 0.95083523
481, 27520749, 27521278, -0.25549099, -0.27256393, 0.90476227, 1.02552950
482, 27521749, 27522280, -0.25398955, -0.27141953, 0.93650818, 0.92420399
483, 27522749, 27523282, -0.25247386, -0.26989365, 0.96825409, 1.00917447
484, 27523749, 27524282, -0.25094578, -0.26913071, 1.00000000, 1.20855498
485, 27524749, 27525277, -0.24940579, -0.26798630, 1.00000000, 1.03660560
486, 27525749, 27526283, -0.24785611, -0.26684189, 1.03174591, 1.07820368
487, 27526749, 27527285, -0.24629878, -0.26607895, 1.03174591, 1.10375035
488, 27527749, 27528273, -0.24473549, -0.26455307, 1.06349182, 0.97224182
489, 27528749, 27529277, -0.24316731, -0.26340866, 1.06349182, 1.18587351
490, 27529749, 27530285, -0.24159469, -0.26226425, 1.09523773, 1.16987371
491, 27530749, 27531278, -0.24001937, -0.26111984, 1.09523773, 1.16004777
492, 27531749, 27532278, -0.23844042, -0.25959396, 1.12698364, 1.15401328
493, 27532749, 27533280, -0.23685993, -0.25844955, 1.12698364, 1.29750490
494, 27533749, 27534276, -0.23527934, -0.25730515, 1.15872955, 1.23842990
495, 27534749, 27535282, -0.23369613, -0.25616074, 1.19047546, 1.20215011
496, 27535749, 27536280, -0.23211180, -0.25463486, 1.22222137, 1.17986965
497, 27536749, 27537281, -0.23052725, -0.25310898, 1.22222137, 1.31338418
498, 27537749, 27538279, -0.22894555, -0.25234604, 1.22222137, 1.39537942
499, 27538749, 27539279, -0.22736499, -0.25082016, 1.25396729, 1.15134013
500, 27539749, 27540281, -0.22578697, -0.24929428, 1.25396729, 1.29586315
501, 27540749, 27541277, -0.22421142, -0.24814987, 1.28571320, 1.38461924
502, 27541749, 27542279, -0.22264007, -0.24662399, 1.31745911, 1.29192948
503, 27542749, 27543282, -0.22107252, -0.24509811, 1.31745911, 1.38220346
504, 27543749, 27544278, -0.21951132, -0.24357224, 1.31745911, 1.43764341
505, 27544749, 27545284, -0.21795560, -0.24204636, 1.38095093, 1.47169077
506, 27545749, 27546284, -0.21640784, -0.24090195, 1.38095093, 1.49260032
507, 27546749, 27547274, -0.21486877, -0.23937607, 1.41269684, 1.35824406
508, 27547749, 27548281, -0.21333830, -0.23785019, 1.41269684, 1.42292917
509, 27548749, 27549277, -0.21181731, -0.23632431, 1.41269684, 1.46265435
510, 27549749, 27550283, -0.21030638, -0.23517990, 1.44444275, 1.48705077
511, 27550749, 27551279, -0.20880488, -0.23327255, 1.44444275, 1.35483587
512, 27551749, 27552279, -0.20731285, -0.23212814, 1.44444275, 1.56803370
513, 27552749, 27553282, -0.20582901, -0.23060226, 1.44444275, 1.40456986
514, 27553749, 27554278, -0.20435572, -0.22907639, 1.41269684, 1.45137942
515, 27554749, 27555276, -0.20289403, -0.22755051, 1.44444275, 1.48012650
516, 27555749, 27556278, -0.20144519, -0.22602463, 1.44444275, 1.49778092
517, 27556749, 27557282, -0.20000912, -0.22449875, 1.47618866, 1.50862300
518, 27557749, 27558278, -0.19858469, -0.22297287, 1.47618866, 1.51528156
519, 27558749, 27559281, -0.19717187, -0.22144699, 1.50793457, 1.51937068
520, 27559749, 27560281, -0.19577219, -0.21992111, 1.50793457, 1.52188194
521, 27560749, 27561285, -0.19438493, -0.21839428, 1.50793457, 1.52342427
522, 27561749, 27562279, -0.19301108, -0.21686840, 1.50793457, 1.52473938
523, 27562749, 27563277, -0.19165151, -0.21534252, 1.47618866, 1.52517903
524, 27563749, 27564276, -0.19030531, -0.21419811, 1.50793457, 1.52544904
525, 27564749, 27565276, -0.18897100, -0.21229076, 1.47618866, 1.37841737
526, 27565749, 27566276, -0.18764965, -0.21114635, 1.47618866, 1.58251584
527, 27566749, 27567276, -0.18634069, -0.20962048, 1.47618866, 1.41346383
528, 27567749, 27568276, -0.18504278, -0.20809460, 1.47618866, 1.45684147
529, 27568749, 27569276, -0.18375634, -0.20656872, 1.44444275, 1.48348093
530, 27569749, 27570275, -0.18247966, -0.20504284, 1.47618866, 1.49984109
531, 27570749, 27571277, -0.18121524, -0.20389843, 1.47618866, 1.50988829
532, 27571749, 27572275, -0.17996164, -0.20199108, 1.44444275, 1.36886108
533, 27572749, 27573279, -0.17871970, -0.20084667, 1.44444275, 1.57664704
534, 27573749, 27574277, -0.17748784, -0.19932079, 1.44444275, 1.40985966
535, 27574749, 27575276, -0.17626624, -0.19817638, 1.44444275, 1.45462799
536, 27575749, 27576278, -0.17505436, -0.19665051, 1.41269684, 1.33492398
537, 27576749, 27577276, -0.17385238, -0.19550610, 1.41269684, 1.40860772
538, 27577749, 27578276, -0.17266054, -0.19398022, 1.38095093, 1.30666149
539, 27578749, 27579278, -0.17147905, -0.19245434, 1.38095093, 1.39125073
540, 27579749, 27580275, -0.17031047, -0.19130993, 1.38095093, 1.44319963
541, 27580749, 27581275, -0.16915353, -0.18978405, 1.34920502, 1.32790554
542, 27581749, 27582273, -0.16800877, -0.18863964, 1.34920502, 1.40429735
543, 27582749, 27583273, -0.16687718, -0.18711376, 1.34920502, 1.30401444
544, 27583749, 27584275, -0.16576006, -0.18596935, 1.31745911, 1.38962519
545, 27584749, 27585275, -0.16465954, -0.18444347, 1.31745911, 1.29500389
546, 27585749, 27586286, -0.16357659, -0.18329906, 1.31745911, 1.38409162
547, 27586749, 27587274, -0.16251194, -0.18215466, 1.31745911, 1.29160547
548, 27587749, 27588272, -0.16146599, -0.18101025, 1.28571320, 1.23480690
549, 27588749, 27589272, -0.16044052, -0.17948437, 1.28571320, 1.19992518
550, 27589749, 27590286, -0.15943605, -0.17833996, 1.25396729, 1.32570088
551, 27590749, 27591280, -0.15845521, -0.17757702, 1.22222137, 1.25574601
552, 27591749, 27592275, -0.15749946, -0.17605114, 1.22222137, 1.06558704
553, 27592749, 27593269, -0.15656865, -0.17490673, 1.19047546, 1.24319971
554, 27593749, 27594271, -0.15566340, -0.17414379, 1.15872955, 1.20507944
555, 27594749, 27595271, -0.15478531, -0.17261791, 1.15872955, 1.03447115
556, 27595749, 27596285, -0.15393601, -0.17147350, 1.15872955, 1.22409046
557, 27596749, 27597271, -0.15311477, -0.17071056, 1.09523773, 1.19334388
558, 27597749, 27598269, -0.15232256, -0.16956615, 1.09523773, 1.02726388
559, 27598749, 27599270, -0.15155959, -0.16842175, 1.09523773, 1.07246673
560, 27599749, 27600284, -0.15082611, -0.16765881, 1.06349182, 1.10022712
561, 27600749, 27601280, -0.15012085, -0.16651440, 1.06349182, 0.97007811
562, 27601749, 27602282, -0.14944494, -0.16536999, 1.06349182, 1.03734720
563, 27602749, 27603272, -0.14879867, -0.16460705, 1.00000000, 1.07865918
564, 27603749, 27604271, -0.14818195, -0.16346264, 1.00000000, 0.95683259
565, 27604749, 27605281, -0.14759579, -0.16269970, 1.00000000, 1.02921271
566, 27605749, 27606271, -0.14704052, -0.16155529, 1.00000000, 0.92646599
567, 27606749, 27607283, -0.14651659, -0.16079235, 0.96825409, 1.01056361
568, 27607749, 27608279, -0.14602412, -0.16002941, 0.93650818, 0.91501302
569, 27608749, 27609283, -0.14556280, -0.15888500, 0.93650818, 0.85633242
570, 27609749, 27610280, -0.14513224, -0.15812206, 0.90476227, 0.96749246
571, 27610749, 27611282, -0.14473161, -0.15735912, 0.90476227, 0.88856173
572, 27611749, 27612282, -0.14436217, -0.15659618, 0.87301636, 0.84008795
573, 27612749, 27613282, -0.14402361, -0.15583229, 0.84127045, 0.81031871
574, 27613749, 27614278, -0.14371590, -0.15468788, 0.84127045, 0.79240447
575, 27614749, 27615278, -0.14343902, -0.15430641, 0.80952454, 0.92823243
576, 27615749, 27616276, -0.14319424, -0.15354347, 0.84127045, 0.71725333
577, 27616749, 27617280, -0.14297910, -0.15239906, 0.80952454, 0.73488224
578, 27617749, 27618281, -0.14279436, -0.15163612, 0.77777863, 0.89290619
579, 27618749, 27619279, -0.14263760, -0.15125465, 0.74603271, 0.84275603
580, 27619749, 27620277, -0.14250956, -0.15049171, 0.77777863, 0.66475970
581, 27620749, 27621281, -0.14241004, -0.14972878, 0.77777863, 0.70264429
582, 27621749, 27622279, -0.14233896, -0.14896584, 0.74603271, 0.72591037
583, 27622749, 27623281, -0.14229512, -0.14820290, 0.74603271, 0.74019873
584, 27623749, 27624278, -0.14227735, -0.14743996, 0.71428680, 0.74897373
585, 27624749, 27625282, -0.14228512, -0.14705849, 0.68254089, 0.75436270
586, 27625749, 27626280, -0.14231652, -0.14629555, 0.68254089, 0.61047465
587, 27626749, 27627288, -0.14236936, -0.14591408, 0.68254089, 0.66930616
588, 27627749, 27628278, -0.14244282, -0.14553261, 0.61904907, 0.55823886
589, 27628749, 27629278, -0.14253531, -0.14476967, 0.58730316, 0.49002904
590, 27629749, 27630283, -0.14264536, -0.14438820, 0.52381134, 0.59533685
591, 27630749, 27631277, -0.14277153, -0.14438820, 0.49206543, 0.51281208
592, 27631749, 27632279, -0.14291236, -0.14400673, 0.46031952, 0.31493351
593, 27632749, 27633277, -0.14306274, -0.14362526, 0.46031952, 0.34060779
594, 27633749, 27634277, -0.14321889, -0.14324379, 0.42857361, 0.35637516
595, 27634749, 27635276, -0.14337827, -0.14286232, 0.36508179, 0.36605841
596, 27635749, 27636282, -0.14353566, -0.14286232, 0.33333588, 0.37200516
597, 27636749, 27637280, -0.14368483, -0.14248085, 0.33333588, 0.22845970
598, 27637749, 27638278, -0.14382049, -0.14248085, 0.26984406, 0.28750160
599, 27638749, 27639282, -0.14393738, -0.14209938, 0.23809814, 0.17656349
600, 27639749, 27640285, -0.14402854, -0.14209938, 0.20635223, 0.25563055
601, 27640749, 27641275, -0.14408821, -0.14209938, 0.17460632, 0.15699051
