0,14.0362284243122
0.01,14.0366291475363
0.02,14.0394337363314
0.03,14.0470436905299
0.04,14.0618557875438
0.05,14.0862597323544
0.06,14.1226358013862
0.07,14.1733524544415
0.08,14.2407638719037
0.09,14.3272073537726
0.1,14.4350004931414
0.11,14.5664380098833
0.12,14.723788101047
0.13,14.9092881332565
0.14,15.1251394697421
0.15,15.3735011909447
0.16,15.656482433271
0.17,15.9761330357381
0.18,16.3344321489157
0.19,16.7332744244692
0.2,17.1744533660627
0.21,17.6596413823248
0.22,18.1903660384342
0.23,18.7679819525534
0.24,19.3936377242045
0.25,20.0682372107056
0.26,20.7923943817106
0.27,21.5663808776208
0.28,22.3900652729277
0.29,23.2628429001088
0.3,24.1835549268952
0.31,25.1503952092608
0.32,26.1608032843533
0.33,27.2113417579857
0.34,28.2975563409983
0.35,29.4138169947746
0.36,30.5531392065915
0.37,31.7069855474851
0.38,32.8650496718911
0.39,34.0150281957971
0.4,35.1423909079115
0.41,36.2301669885229
0.42,37.2587745978355
0.43,38.2059330571479
0.44,39.0467094701603
0.45,39.7537617953804
0.46,40.2978425544881
0.47,40.6486141010063
0.48,40.7757905572164
0.49,40.6505609817634
0.5,40.247171637537
0.51,39.5444747321191
0.52,38.527217684335
0.53,37.1868756137993
0.54,35.5219216504165
0.55,33.5375564890067
0.56,31.2450353547259
0.57,28.6607997865308
0.58,25.8056314628935
0.59,22.7040094088544
0.6,19.3837960865212
0.61,15.8763246760809
0.62,12.2169206085077
0.63,8.44586460988355
0.64,4.60978284085445
0.65,0.76341666136772
0.66,-3.02834071204
0.67,-6.68837660436851
0.68,-10.1257035620174
0.69,-13.2349596225895
0.7,-15.8981481568523
0.71,-17.9898977679548
0.72,-19.3872090691082
0.73,-19.9834125223645
0.74,-19.7038924660362
0.75,-18.5190519673446
0.76,-16.4498004906284
0.77,-13.5634788241937
0.78,-9.96216677331427
0.79,-5.76799434065969
0.8,-1.11000233807798
0.81,3.88482368386377
0.82,9.09578390026529
0.83,14.4086320393228
0.84,19.7127427953144
0.85,24.8962840593894
0.86,29.8403087374672
0.87,34.4128842803459
0.88,38.4651304227348
0.89,41.8323710636194
0.9,44.344766882243
0.91,45.8504811158659
0.92,46.247828872767
0.93,45.5129033829763
0.94,43.7063220928291
0.95,40.9547683466725
0.96,37.4195185584031
0.97,33.268434104901
0.98,28.6598554786677
0.99,23.7379638325712
1,18.6351576814005
1.01,13.4798088977611
1.02,8.40021138052275
1.03,3.53507162404401
1.04,-0.961046530596294
1.05,-4.91695569175149
1.06,-8.15178300996229
1.07,-10.4919724114262
1.08,-11.7972626960765
1.09,-11.988500285011
1.1,-11.0655529026191
1.11,-9.1062539520423
1.12,-6.24724491136668
1.13,-2.65668305864952
1.14,1.49001858447614
1.15,6.02541228010685
1.16,10.7958228246806
1.17,15.6601977129106
1.18,20.4848092870207
1.19,25.1359910485237
1.2,29.4726001371411
1.21,33.3400947313355
1.22,36.5691368454689
1.23,38.9829363792569
1.24,40.4171706899876
1.25,40.7511114867115
1.26,39.9385565332564
1.27,38.0211049824698
1.28,35.1149818489792
1.29,31.3803799011381
1.3,26.990770491962
1.31,22.1134768976374
1.32,16.9028247223154
1.33,11.5020579411021
