1.001,0.147348699977291,0.0148678880225619,0.109287727550561,-0.0583686179231573,0.0667707007464566,-0.0592540926964862
1.002,0.136771727207305,0.0043121856040127,0.0999562208406619,-0.0683615602092482,0.0559616120038644,-0.0708642317363068
1.003,0.126160025179589,-0.00626665648358271,0.0905968332680716,-0.0783746909022174,0.0451121122423936,-0.0825076672652658
1.004,0.115515644391778,-0.0168663238350657,0.0812117305795095,-0.0884055603432023,0.0342242964030035,-0.0941821033854868
1.005,0.104840652936726,-0.027484480375132,0.0718031005842938,-0.0984516889551066,0.0233002869226844,-0.105885214671169
1.006,0.0941371389895542,-0.0381187661952231,0.0623731549682522,-0.108510565333552,0.0123422365472621,-0.117614643299925
1.007,0.0834072133429768,-0.0487667953591528,0.0529241311356077,-0.118579644308618,0.00135233122159018,-0.129367996109961
1.008,0.0726530119906934,-0.0594261536787082,0.0434582940766302,-0.128656344979641,-0.00966720694215861,-0.14114284158186
1.009,0.0618766987585158,-0.0700943964606036,0.0339779382586032,-0.138738048725547,-0.0207141166176013,-0.152936706743721
1.01,0.0510804679828982,-0.0807690462262025,0.0244853895375681,-0.148822097193348,-0.0317860941381261,-0.164747073998373
1.011,0.0402665472362984,-0.0914475904057017,0.0149830070879959,-0.158905790267737,-0.0428807902914621,-0.176571377871554
1.012,0.0294372000987349,-0.102127479008482,0.00547318534737062,-0.168986384024937,-0.0539958070346633,-0.188407001679916
1.013,0.0185947289746373,-0.112806122271691,-0.00404164402760254,-0.179061088674267,-0.0651286941295948,-0.200251274117931
1.014,0.00774147795389912,-0.123480888289254,-0.0135590101967795,-0.189127066491237,-0.0762769456992665,-0.212101465762924
1.015,-0.00312016428421424,-0.134149100623831,-0.0230764011682441,-0.199181429746346,-0.0874379967056975,-0.223954785497671
1.016,-0.0139877615259936,-0.144808035904508,-0.0325912618300841,-0.209221238634121,-0.0986092193503285,-0.235808376850273
1.017,-0.0248588270390677,-0.15545492141338,-0.0421009919869464,-0.219243499207459,-0.109787919398511,-0.247659314251369
1.018,-0.0357308205514479,-0.166086932664562,-0.0516029444063708,-0.229245161322745,-0.120971332430064,-0.259504599209144
1.019,-0.0466011451967077,-0.176701190979529,-0.061094422880378,-0.239223116601775,-0.132156620018486,-0.271341156403042
1.02,-0.0574671444286534,-0.187294761063274,-0.0705726803082791,-0.249174196417098,-0.143340865842105,-0.283165829697673
1.021,-0.0683260989094336,-0.197864648586138,-0.0800349168071315,-0.259095169907984,-0.154521071731194,-0.294975378079047
1.022,-0.0791752233755942,-0.208407797776819,-0.0894782778568446,-0.268982742034894,-0.165694153655946,-0.306766471515989
1.023,-0.0900116634873331,-0.218921089032686,-0.0988998524874922,-0.278833551681064,-0.176856937661177,-0.318535686750479
1.024,-0.100832492666952,-0.229401336554124,-0.10829667151702,-0.288644169810547,-0.188006155754726,-0.33027950302163
1.025,-0.11163470893326,-0.239845286010391,-0.11766570584812,-0.298411097692868,-0.19913844175773,-0.341994297729109
1.026,-0.122415231739713,-0.250249612245271,-0.127003864833792,-0.308130765205351,-0.210250327126313,-0.353676342043119
1.027,-0.133170898824973,-0.260610917031609,-0.136307994721765,-0.317799529225017,-0.221338236755745,-0.36532179646946
1.028,-0.143898463085645,-0.270925726884681,-0.145574877188672,-0.327413672122954,-0.23239848477977,-0.376926706379765
1.029,-0.154594589482188,-0.281190490945416,-0.154801227975678,-0.336969400375041,-0.243427270379685,-0.38848699751888
1.03,-0.165255851990176,-0.291401578945389,-0.163983695637999,-0.346462843303951,-0.254420673619725,-0.399998471503301
1.031,-0.175878730610474,-0.301555279266626,-0.173118860421539,-0.355890051968411,-0.265374651327534,-0.411456801326824
1.032,-0.186459608453369,-0.31164779711045,-0.182203233280722,-0.365246998216835,-0.276285033040927,-0.42285752689208
1.033,-0.19699476891319,-0.321675252790716,-0.191233255052371,-0.374529573923525,-0.287147517044736,-0.434196050589311
1.034,-0.207480392951655,-0.331633680168079,-0.200205295801303,-0.383733590426795,-0.297957666524381,-0.445467632946761
1.035,-0.217912556509899,-0.341519025243234,-0.20911565435413,-0.392854778189544,-0.308710905865815,-0.456667388380347
1.036,-0.228287228071006,-0.351327144928403,-0.217960558038521,-0.401888786703824,-0.31940251713481,-0.467790281073874
1.037,-0.238600266396751,-0.361053806017704,-0.226736162645912,-0.410831184662174,-0.330027636771927,-0.478831121024865
1.038,-0.248847418464304,-0.370694684378472,-0.23543855263639,-0.419677460419444,-0.340581252543258,-0.489784560295374
1.039,-0.259024317630757,-0.380245364386989,-0.244063741605092,-0.428423022769855,-0.351058200790856,-0.500645089511551
1.04,-0.269126482055352,-0.389701338633476,-0.25260767303001,-0.437063202064953,-0.361453164030747,-0.511407034660547
1.041,-0.279149313411607,-0.399058007922592,-0.261066221321607,-0.445593251698827,-0.371760668950636,-0.522064554238429
1.042,-0.289088095923631,-0.408310681597057,-0.269435193194953,-0.454008349987693,-0.381975084863625,-0.532611636808039
1.043,-0.298937995763085,-0.417454578213199,-0.277710329385334,-0.462303602471286,-0.392090622678535,-0.543042099031326
1.044,-0.308694060845452,-0.426484826598495,-0.285887306728335,-0.470474044663853,-0.402101334451747,-0.553349584246302
1.045,-0.318351221066257,-0.435396467322145,-0.293961740625284,-0.478514645282469,-0.412001113589607,-0.563527561664615
1.046,-0.327904289019814,-0.44418445461063,-0.301929187914558,-0.48642030998011,-0.421783695774428,-0.573569326271444
1.047,-0.337347961244868,-0.452843658740865,-0.309785150168771,-0.49418588561036,-0.431442660690853,-0.583467999515221
1.048,-0.346676820042945,-0.461368868944013,-0.317525077436926,-0.501806165049544,-0.440971434632556,-0.593216530879999
1.049,-0.355885335916501,-0.469754796853082,-0.32514437244956,-0.509275892600745,-0.450363294072003,-0.602807700438464
1.05,-0.364967870674773,-0.477996080527335,-0.332638395303458,-0.516589770002288,-0.459611370277965,-0.612234122488037
1.051,-0.37391868125566,-0.486087289085817,-0.340002468640697,-0.5237424630609,-0.46870865506653,-0.621488250376241
1.052,-0.382731924311826,-0.494022927981344,-0.347231883334695,-0.530728608926877,-0.47764800777136,-0.630562382624213
