0.000000, 0.000000, 173.205081
150.000000, 0.000000, -86.602540
-150.000000, 0.000000, -86.602540
72.990381, 0.000000, 76.782032
102.990381, 0.000000, 24.820508
30.000000, 0.000000, -101.602540
-30.000000, 0.000000, -101.602540
-102.990381, 0.000000, 24.820508
-72.990381, 0.000000, 76.782032
32.990381, 0.000000, 146.064065
142.990381, 0.000000, -44.461524
110.000000, 0.000000, -101.602540
-110.000000, 0.000000, -101.602540
-142.990381, 0.000000, -44.461524
-32.990381, 0.000000, 146.064065
0.000000, 263.438797, 173.205081
150.000000, 263.438797, -86.602540
-150.000000, 263.438797, -86.602540
52.009619, 263.438797, 53.121778
72.009619, 263.438797, 18.480762
20.000000, 263.438797, -71.602540
-20.000000, 263.438797, -71.602540
-72.009619, 263.438797, 18.480762
-52.009619, 263.438797, 53.121778
