Frame,20230915_CodeDev_KNHS_34A:T1,20230915_CodeDev_KNHS_34A:T10,20230915_CodeDev_KNHS_34A:Sternum,20230915_CodeDev_KNHS_34A:Rnip,20230915_CodeDev_KNHS_34A:Lnip
Frame,T1X,T1Y,T1Z,T10X,T10Y,T10Z,SternumX,SternumY,SternumZ,RnipX,RnipY,RnipZ,LnipX,LnipY,LnipZ
8690,947.6959,288.8025,1446.883,881.7651,279.4222,1187.569,1054.529,293.6865,1372.381,1086.124,197.3436,1191.656,1080.768,397.087,1198.33
8691,946.9572,288.7783,1448.428,881.2509,279.8368,1189.135,1053.818,293.6246,1374.091,1085.407,197.2611,1193.582,1080.468,396.9691,1200.481
8692,946.2363,288.7318,1449.893,880.7825,280.2507,1190.683,1053.104,293.5327,1375.78,1084.661,197.1719,1195.48,1080.131,396.832,1202.655
8693,945.5788,288.6866,1451.346,879.733,280.5486,1192.223,1052.373,293.4425,1377.387,1083.903,197.0685,1197.353,1080.058,396.7418,1204.76
8694,944.8965,288.6256,1452.754,879.7776,281.0653,1193.696,1051.657,293.3164,1378.97,1083.174,196.9354,1199.159,1079.454,396.5353,1206.759
8695,944.2271,288.5936,1454.095,878.7341,281.3784,1195.162,1050.937,293.2441,1380.506,1082.447,196.8278,1200.924,1079.08,396.3567,1208.725
8696,943.5715,288.5446,1455.397,878.2117,281.7913,1196.575,1050.191,293.1254,1381.969,1081.702,196.6891,1202.624,1078.706,396.1606,1210.599
8697,942.9564,288.4913,1456.657,877.7909,282.1891,1197.927,1049.463,292.9645,1383.388,1080.977,196.538,1204.247,1078.28,395.9537,1212.395
8698,942.3098,288.4793,1457.822,877.2933,282.629,1199.248,1048.739,292.8292,1384.713,1080.474,196.2666,1205.81,1077.865,395.7718,1214.079
8699,941.7354,288.5062,1458.923,876.8652,283.0588,1200.477,1048.047,292.7664,1385.985,1079.789,196.1891,1207.285,1077.49,395.6177,1215.69
8700,941.1298,288.4923,1459.976,876.2932,283.3977,1201.6,1047.363,292.7592,1387.147,1079.076,196.1584,1208.667,1077.105,395.5134,1217.188
8701,940.5913,288.5599,1460.879,876.3116,283.9292,1202.689,1046.671,292.7103,1388.257,1078.369,196.137,1209.968,1076.703,395.4644,1218.583
8702,940.0714,288.6052,1461.713,875.9328,284.3679,1203.575,1046.035,292.7141,1389.27,1077.72,196.2016,1211.142,1076.339,395.4551,1219.864
8703,939.4885,288.7473,1462.445,875.4717,284.7597,1204.416,1045.422,292.7969,1390.251,1077.122,196.3157,1212.247,1075.988,395.4417,1221.079
8704,938.9933,288.8479,1463.049,875.0408,285.1253,1205.147,1044.83,292.9159,1391.101,1076.516,196.4752,1213.234,1075.664,395.4989,1222.167
8705,938.48,288.9846,1463.548,874.6015,285.4636,1205.806,1044.232,293.009,1391.858,1075.935,196.6219,1214.111,1075.333,395.5959,1223.111
8706,937.8573,289.1242,1464.032,874.2242,285.825,1206.346,1043.638,293.1,1392.516,1075.383,196.7793,1214.862,1074.962,395.6364,1223.958
8707,937.3894,289.1632,1464.265,873.8236,286.1859,1206.785,1043.112,293.154,1393.096,1074.838,196.9277,1215.548,1074.668,395.6868,1224.681
8708,936.9467,289.3529,1464.614,873.4131,286.5218,1207.177,1042.549,293.2508,1393.542,1074.326,197.0975,1216.087,1074.343,395.7546,1225.261
8709,936.5514,289.4512,1464.683,873.05,286.8753,1207.478,1042.016,293.3229,1393.871,1073.842,197.2114,1216.498,1074.02,395.7884,1225.738
8710,936.1722,289.5297,1464.749,872.7289,287.2745,1207.691,1041.535,293.3633,1394.094,1073.36,197.3066,1216.799,1073.753,395.8758,1226.106
8711,935.8054,289.6379,1464.709,872.4353,287.6417,1207.775,1041.041,293.3022,1394.175,1072.891,197.4086,1216.992,1073.741,396.0415,1226.293
8712,935.4266,289.7575,1464.57,872.0955,288.0204,1207.755,1040.571,293.3556,1394.151,1072.441,197.5037,1217.043,1073.192,396.0245,1226.397
8713,935.0548,289.8816,1464.341,871.7568,288.3531,1207.635,1040.168,293.3588,1393.985,1072.013,197.6372,1216.954,1072.916,396.1306,1226.357
8714,934.7377,290.002,1463.997,871.3886,288.7026,1207.396,1039.801,293.4486,1393.692,1071.606,197.8049,1216.746,1072.621,396.227,1226.163
8715,934.4233,290.1573,1463.561,871.0369,289.1034,1207.017,1039.502,293.5472,1393.309,1071.219,197.9812,1216.384,1072.358,396.3471,1225.854
8716,934.169,290.3274,1463.024,870.6614,289.4348,1206.526,1039.261,293.7024,1392.833,1070.884,198.2016,1215.922,1072.113,396.5028,1225.469
8717,933.9269,290.5045,1462.419,870.3594,289.7497,1205.928,1039.078,293.8298,1392.284,1070.555,198.4548,1215.342,1071.858,396.743,1224.907
8718,933.705,290.6928,1461.749,870.0479,290.0569,1205.197,1038.886,293.9821,1391.605,1070.226,198.7009,1214.647,1071.633,396.9624,1224.268
8719,933.5123,290.9149,1460.98,869.6852,290.3344,1204.415,1038.735,294.1125,1390.83,1069.854,198.895,1213.825,1071.361,397.1498,1223.459
8720,933.3315,291.0962,1460.151,869.3426,290.6221,1203.509,1038.624,294.2557,1389.994,1069.55,199.1062,1212.869,1071.084,397.3279,1222.589
8721,933.1937,291.3196,1459.259,869.0375,290.9112,1202.606,1038.531,294.38,1389.039,1069.25,199.3105,1211.808,1071.1,397.5853,1221.481
8722,933.092,291.5064,1458.292,868.7069,291.1642,1201.627,1038.506,294.5738,1388.015,1069.001,199.5132,1210.623,1070.587,397.752,1220.346
8723,932.9807,291.6711,1457.288,868.3563,291.3678,1200.634,1038.461,294.6786,1386.894,1068.728,199.6753,1209.329,1070.325,397.8889,1219.057
8724,932.8939,291.8308,1456.221,868.0384,291.627,1199.597,1038.449,294.742,1385.708,1068.454,199.7857,1207.952,1070.037,398.0204,1217.664
8725,932.8597,291.9964,1455.135,867.7424,291.8938,1198.491,1038.438,294.8299,1384.433,1068.181,199.8602,1206.463,1069.783,398.114,1216.159
8726,932.8105,292.1626,1453.971,867.538,292.1053,1197.365,1038.472,294.8776,1383.11,1067.954,199.9208,1204.891,1069.549,398.2067,1214.572
8727,932.801,292.3219,1452.753,867.3026,292.3501,1196.18,1038.497,294.8929,1381.731,1067.725,199.9838,1203.232,1069.316,398.3127,1212.887
8728,932.8123,292.5104,1451.492,867.1017,292.5625,1194.867,1038.566,294.9367,1380.264,1067.506,200.0637,1201.504,1069.073,398.4559,1211.114
8729,932.8123,292.6509,1450.161,866.7087,292.7387,1193.537,1038.658,295.0379,1378.737,1067.336,200.1627,1199.663,1068.859,398.5946,1209.263
8730,932.8446,292.7993,1448.746,866.6698,292.9556,1192.123,1038.785,295.1334,1377.18,1067.204,200.2801,1197.784,1068.681,398.7566,1207.38
8731,932.8956,293.0128,1447.299,866.4475,293.1185,1190.634,1038.989,295.2923,1375.567,1067.101,200.4556,1195.864,1068.536,398.9832,1205.421
8732,933.0098,293.1985,1445.782,865.9148,293.1447,1189.142,1039.269,295.4897,1373.889,1067.088,200.683,1193.886,1068.42,399.2029,1203.383
8733,933.111,293.3391,1444.235,865.7374,293.2245,1187.545,1039.498,295.6018,1372.167,1067.059,200.8594,1191.86,1068.429,399.4731,1201.313
8734,933.1747,293.4876,1442.647,865.5282,293.3197,1185.906,1039.747,295.7038,1370.428,1066.99,200.9552,1189.79,1068.498,399.7682,1199.247
8735,933.286,293.607,1441.078,865.4263,293.4265,1184.247,1039.979,295.7551,1368.665,1066.944,201.0442,1187.724,1068.551,400.0612,1197.119
8736,933.447,293.7201,1439.455,865.3045,293.518,1182.546,1040.229,295.803,1366.856,1066.943,201.105,1185.614,1068.635,400.2777,1194.948
8737,933.6325,293.8221,1437.794,865.2229,293.6305,1180.85,1040.574,295.8077,1365.001,1066.982,201.1398,1183.465,1068.053,400.0527,1192.522
8738,933.803,293.8989,1436.114,865.7338,293.8918,1179.121,1040.855,295.7844,1363.116,1066.989,201.147,1181.341,1068.067,400.1446,1190.325
8739,933.9545,293.9424,1434.428,865.701,294.0073,1177.437,1041.133,295.7444,1361.192,1067.036,201.1233,1179.225,1068.151,400.2103,1188.09
8740,934.1141,293.9887,1432.717,865.6908,294.1494,1175.707,1041.435,295.6771,1359.236,1067.112,201.0915,1177.057,1068.246,400.2813,1185.857
8741,934.2873,294.0103,1430.973,865.7134,294.2654,1173.972,1041.737,295.5589,1357.303,1067.2,201.0266,1174.929,1068.391,400.3039,1183.666
8742,934.4835,294.0757,1429.228,865.7682,294.3929,1172.247,1042.062,295.524,1355.384,1067.293,200.9296,1172.832,1068.6,400.3867,1181.503
8743,934.6973,294.073,1427.455,865.8562,294.5223,1170.453,1042.424,295.4252,1353.473,1067.436,200.8957,1170.744,1068.876,400.4482,1179.335
8744,934.8611,294.1513,1425.692,865.9589,294.6545,1168.673,1042.796,295.3286,1351.562,1067.578,200.8308,1168.706,1069.158,400.4616,1177.235
8745,934.9912,294.1772,1423.951,866.0679,294.7751,1166.864,1043.139,295.2306,1349.715,1067.722,200.7549,1166.732,1069.471,400.5274,1175.181
8746,935.1658,294.2122,1422.218,866.2504,294.8715,1165.082,1043.519,295.1887,1347.931,1067.973,200.7004,1164.8,1069.887,400.5786,1173.17
8747,935.3662,294.2249,1420.5,866.4624,294.9218,1163.274,1043.951,295.1405,1346.205,1068.235,200.6459,1162.895,1070.358,400.6508,1171.247
8748,935.5194,294.2158,1418.798,866.698,294.9777,1161.503,1044.314,295.0195,1344.544,1068.506,200.5022,1161.048,1070.868,400.6936,1169.381
8749,935.6654,294.1802,1417.178,866.9916,295.0081,1159.798,1044.726,294.9134,1342.968,1068.839,200.3638,1159.29,1071.441,400.6164,1167.579
8750,935.8429,294.1132,1415.62,867.3709,295.0221,1158.145,1045.101,294.7367,1341.448,1069.192,200.1322,1157.636,1072.036,400.5183,1165.866
8751,936.0432,293.9715,1414.11,867.8437,295.0259,1156.584,1045.442,294.4734,1340.029,1069.562,199.8015,1156.03,1073.051,400.506,1164.273
8752,936.2248,293.8105,1412.647,868.3282,295.0227,1155.022,1045.81,294.1726,1338.686,1069.967,199.4217,1154.519,1073.382,400.1361,1162.725
8753,936.4113,293.6615,1411.245,868.9373,295.0117,1153.593,1046.175,293.8068,1337.384,1070.418,199.0021,1153.131,1074.523,399.9901,1161.342
8754,936.5573,293.4292,1409.901,869.588,294.991,1152.233,1046.525,293.4069,1336.155,1070.916,198.5037,1151.834,1075.042,399.5231,1160.032
8755,936.722,293.1639,1408.583,870.2129,294.987,1150.863,1046.898,293.008,1335.036,1071.469,198.0042,1150.645,1075.989,399.1806,1158.834
8756,936.812,292.8712,1407.307,870.9212,294.9422,1149.524,1047.308,292.5728,1333.966,1072.068,197.4941,1149.548,1076.989,398.8146,1157.833
8757,936.9199,292.5999,1406.084,871.7067,294.8967,1148.211,1047.697,292.1515,1332.989,1072.733,196.9338,1148.618,1078.358,398.4766,1156.921
8758,937.0685,292.2627,1404.872,872.5553,294.7947,1146.91,1048.149,291.7604,1332.118,1073.476,196.4249,1147.763,1079.576,398.1187,1156.145
8759,937.2105,291.959,1403.738,873.4908,294.7356,1145.608,1048.599,291.3133,1331.346,1074.371,195.8821,1147.067,1080.865,397.6558,1155.497
8760,937.3185,291.6581,1402.657,874.5552,294.6843,1144.32,1049.077,290.895,1330.677,1075.263,195.3009,1146.5,1082.176,397.1253,1155.038
8761,937.3371,291.2922,1401.663,875.6769,294.5873,1143.079,1049.561,290.4306,1330.1,1076.232,194.7033,1146.009,1083.531,396.5921,1154.672
8762,937.4922,290.9135,1400.646,876.8392,294.4814,1141.844,1050.031,289.9137,1329.577,1077.245,194.0354,1145.657,1084.926,395.9449,1154.381
8763,937.4481,290.4684,1399.713,878.079,294.3338,1140.601,1050.577,289.3178,1329.155,1078.339,193.3111,1145.41,1086.355,395.2111,1154.242
8764,937.6754,290.0653,1398.818,879.4117,294.2053,1139.409,1051.142,288.7849,1328.805,1079.547,192.5713,1145.243,1087.887,394.4969,1154.166
8765,937.718,289.6053,1398.079,880.7242,294.0729,1138.314,1051.766,288.1376,1328.537,1080.778,191.8236,1145.195,1089.429,393.7152,1154.23
8766,937.9298,289.0548,1397.341,882.0524,293.8938,1137.317,1052.345,287.5221,1328.381,1081.996,191.0261,1145.241,1090.96,392.8972,1154.393
8767,937.9946,288.4765,1396.891,883.4208,293.7126,1136.408,1052.941,286.7793,1328.344,1083.251,190.2025,1145.387,1092.477,392.0667,1154.647
8768,938.2586,287.8539,1396.541,884.7646,293.5708,1135.678,1053.496,286.0865,1328.456,1084.466,189.4318,1145.621,1093.99,391.2317,1155.004
8769,938.5552,287.2966,1396.402,886.0292,293.4151,1135.063,1054.064,285.355,1328.732,1085.713,188.6995,1145.943,1095.495,390.465,1155.514
8770,938.9327,286.7037,1396.457,887.2493,293.2805,1134.651,1054.59,284.7299,1329.186,1086.913,187.9817,1146.374,1096.935,389.7126,1156.068
8771,939.3065,286.1755,1396.666,888.3284,293.1555,1134.384,1055.037,284.0532,1329.744,1088.071,187.3807,1146.862,1098.356,389.035,1156.741
8772,939.7228,285.6536,1396.957,889.3203,293.0315,1134.278,1055.599,283.461,1330.46,1089.137,186.8352,1147.413,1099.673,388.3827,1157.496
8773,940.1223,285.1831,1397.346,890.2886,292.9623,1134.357,1056.092,282.9026,1331.173,1090.088,186.3597,1148.057,1100.956,387.8104,1158.292
8774,940.4913,284.7772,1397.777,891.1224,292.9018,1134.553,1056.587,282.4579,1331.911,1090.996,185.9779,1148.73,1102.151,387.323,1159.197
8775,940.8788,284.3778,1398.246,891.8105,292.8376,1134.927,1057.083,282.0284,1332.617,1091.849,185.6747,1149.462,1103.306,386.9542,1160.113
8776,941.1959,284.0385,1398.741,892.4343,292.8643,1135.452,1057.348,281.7393,1333.262,1092.533,185.4254,1150.261,1104.278,386.5376,1161.106
8777,941.4893,283.7251,1399.322,892.9341,292.8938,1136.148,1057.937,281.3762,1334.104,1093.13,185.1296,1151.068,1105.085,386.1723,1162.121
8778,941.6987,283.4428,1399.97,893.4336,292.9751,1136.978,1058.311,281.0666,1334.91,1093.555,184.8742,1151.913,1105.751,385.7931,1163.179
8779,941.9005,283.21,1400.683,893.8233,293.0496,1137.881,1058.5,280.8347,1335.62,1093.846,184.6607,1152.769,1106.314,385.4723,1164.269
8780,942.3432,282.8623,1401.434,894.0976,293.0682,1138.869,1059.023,280.5854,1336.648,1094.263,184.4175,1153.724,1106.698,385.1983,1165.347
8781,942.3517,282.7663,1402.395,894.2473,293.077,1140.014,1059.287,280.4394,1337.564,1094.412,184.2423,1154.652,1106.996,384.9323,1166.489
8782,942.6921,282.5078,1403.396,894.3438,293.0009,1141.281,1059.5,280.3058,1338.607,1094.686,184.021,1155.722,1107.161,384.6801,1167.635
8783,942.8073,282.3888,1404.529,894.4155,292.8783,1142.593,1059.476,280.2373,1339.599,1094.789,183.8867,1156.794,1107.184,384.5279,1168.806
8784,942.7319,282.3647,1405.878,894.4559,292.7051,1143.994,1059.739,280.1642,1340.865,1094.867,183.7869,1157.937,1106.823,384.3056,1169.976
8785,942.8143,282.3228,1407.245,894.4907,292.4828,1145.411,1059.745,280.2257,1342.098,1094.924,183.721,1159.171,1106.69,384.3233,1171.248
8786,942.8558,282.3605,1408.636,894.4603,292.1865,1146.905,1059.618,280.3521,1343.318,1094.973,183.7472,1160.451,1106.467,384.4118,1172.54
8787,942.8564,282.3697,1410.103,894.3789,291.8542,1148.413,1059.738,280.5262,1344.822,1095.006,183.8311,1161.829,1106.626,384.8533,1173.955
8788,942.756,282.3758,1411.628,894.2373,291.5583,1149.968,1059.659,280.7047,1346.292,1094.996,183.9517,1163.301,1106.308,385.1058,1175.386
8789,942.598,282.4146,1413.186,894.0416,291.1309,1151.53,1059.325,280.943,1347.742,1095.014,184.1297,1164.86,1105.955,385.3961,1176.838
8790,942.3964,282.4275,1414.753,893.7744,290.6843,1153.118,1059.16,281.1657,1349.358,1095.02,184.3248,1166.475,1105.301,385.6755,1178.353
8791,942.1663,282.4519,1416.359,893.496,290.1909,1154.715,1058.957,281.4503,1351,1095.038,184.5445,1168.166,1104.407,385.7339,1179.742
8792,941.9047,282.4788,1418.017,893.1869,289.7142,1156.368,1058.727,281.7546,1352.693,1094.953,184.8016,1169.916,1104.395,386.3286,1181.462
8793,941.6196,282.485,1419.734,892.9153,289.252,1158.053,1058.434,281.9894,1354.457,1095.029,184.9975,1171.808,1103.788,386.6709,1183.111
8794,941.4897,282.4061,1421.388,892.6058,288.7963,1159.81,1058.095,282.2333,1356.226,1094.985,185.2073,1173.729,1102.925,386.9009,1184.837
8795,940.999,282.5046,1423.207,892.3278,288.3345,1161.571,1057.737,282.4995,1358.052,1094.961,185.4022,1175.685,1102.25,387.1585,1186.553
8796,940.6221,282.5448,1424.995,891.9803,287.8698,1163.362,1057.359,282.7558,1359.853,1094.954,185.6573,1177.69,1101.54,387.503,1188.314
8797,940.4363,282.5075,1426.709,891.6556,287.344,1165.198,1056.966,283.0584,1361.708,1094.951,185.9299,1179.772,1101.085,387.8807,1190.089
8798,940.0165,282.5284,1428.524,891.2919,286.8782,1166.995,1056.528,283.3782,1363.553,1094.945,186.2231,1181.866,1100.392,388.272,1191.921
8799,939.4185,282.6397,1430.458,890.9125,286.3903,1168.803,1056.062,283.6661,1365.393,1094.93,186.5126,1184,1099.411,388.5185,1193.789
8800,939.161,282.5875,1432.252,890.5761,285.8576,1170.61,1055.62,283.9564,1367.272,1094.87,186.8382,1186.194,1098.639,388.8922,1195.686
8801,938.5073,282.7354,1434.207,890.2242,285.3165,1172.393,1055.128,284.2917,1369.186,1094.862,187.1651,1188.4,1097.884,389.2315,1197.625
8802,938.0726,282.7929,1436.025,889.9224,284.7707,1174.123,1054.658,284.6815,1371.103,1094.85,187.5423,1190.642,1097.114,389.6444,1199.583
8803,937.8182,282.7435,1437.784,889.6282,284.2368,1175.878,1054.198,285.0666,1373.022,1094.862,187.9517,1192.877,1096.377,390.0719,1201.53
8804,937.1353,282.8841,1439.675,889.2943,283.6479,1177.573,1053.677,285.3978,1374.936,1094.838,188.342,1195.11,1095.606,390.4742,1203.497
8805,936.8064,282.8326,1441.396,888.9769,283.0822,1179.255,1053.157,285.725,1376.828,1094.801,188.7153,1197.358,1094.818,390.8498,1205.461
8806,936.0962,282.9519,1443.244,888.5863,282.4828,1180.961,1052.643,286.0242,1378.731,1094.761,189.1,1199.573,1093.968,391.1856,1207.384
8807,935.7899,282.8728,1444.88,888.2216,281.919,1182.708,1052.101,286.3918,1380.589,1094.737,189.5317,1201.747,1093.172,391.5657,1209.29
8808,935.1328,282.9895,1446.631,887.8727,281.3281,1184.439,1051.552,286.6925,1382.369,1094.697,189.9379,1203.888,1092.7,391.994,1211.147
8809,934.6854,282.9918,1448.269,887.559,280.7431,1186.172,1051.008,286.9459,1384.132,1094.651,190.2832,1205.996,1091.637,392.2446,1213.028
8810,934.4025,282.8314,1449.776,887.257,280.1614,1187.892,1050.429,287.1964,1385.853,1094.574,190.5908,1208.09,1090.853,392.5374,1214.855
8811,933.7567,282.9206,1451.381,886.9505,279.6591,1189.594,1049.842,287.4045,1387.538,1094.485,190.9233,1210.103,1090.069,392.844,1216.629
8812,933.2853,282.8739,1452.851,886.15,279.0128,1191.21,1049.285,287.6167,1389.121,1094.364,191.2585,1212.039,1089.272,393.0948,1218.349
8813,932.8605,282.8851,1454.219,886.3669,278.6057,1192.786,1048.696,287.8534,1390.661,1094.261,191.5918,1213.919,1088.478,393.3869,1220.015
8814,932.4096,282.8531,1455.528,885.5602,277.9706,1194.247,1048.164,288.0931,1392.129,1094.167,191.9493,1215.723,1087.702,393.6817,1221.621
8815,931.9388,282.8198,1456.778,885.2012,277.4756,1195.634,1047.601,288.3304,1393.568,1094.025,192.3466,1217.447,1086.911,393.9502,1223.163
8816,931.5024,282.8038,1457.965,885.3217,277.1061,1196.965,1047.061,288.5876,1394.934,1093.872,192.7135,1219.092,1086.099,394.2547,1224.624
8817,931.0618,282.7774,1459.014,884.9856,276.5976,1198.177,1046.544,288.86,1396.225,1093.737,193.1194,1220.611,1085.358,394.5306,1226.003
8818,930.9116,282.6424,1459.918,884.6553,276.0934,1199.297,1046.041,289.1234,1397.44,1093.602,193.503,1222.047,1084.625,394.8987,1227.332
8819,930.3474,282.7448,1460.972,883.9074,275.5596,1200.376,1045.575,289.4533,1398.607,1093.479,193.9181,1223.399,1083.927,395.2046,1228.547
8820,930.0005,282.7227,1461.813,884.0551,275.2448,1201.354,1045.13,289.7295,1399.652,1093.31,194.2808,1224.637,1083.231,395.4616,1229.7
8821,929.6774,282.684,1462.606,883.2963,274.7172,1202.294,1044.64,289.928,1400.578,1093.146,194.6062,1225.757,1082.515,395.7422,1230.735
8822,929.342,282.6512,1463.307,882.9907,274.3222,1203.155,1044.215,290.1888,1401.455,1092.955,194.9116,1226.76,1082.054,395.98,1231.607
8823,929.0046,282.6261,1463.92,882.6684,273.9846,1203.963,1043.701,290.3503,1402.164,1092.751,195.1496,1227.665,1081.267,396.1637,1232.432
8824,928.9347,282.4382,1464.368,882.3105,273.6331,1204.672,1043.207,290.5311,1402.786,1092.547,195.4093,1228.44,1080.385,396.2841,1233.13
8825,928.4395,282.5039,1464.887,882.0076,273.3654,1205.301,1042.868,290.718,1403.358,1092.295,195.6256,1229.092,1079.725,396.4371,1233.712
8826,928.1699,282.4101,1465.256,881.9571,273.1462,1205.823,1042.458,290.8452,1403.785,1092.043,195.8258,1229.629,1079.06,396.5632,1234.204
8827,928.0317,282.219,1465.341,881.3239,272.8328,1206.242,1041.977,290.9764,1404.097,1091.768,195.9964,1230.062,1078.37,396.6819,1234.561
8828,927.7744,282.2027,1465.516,881.0134,272.5681,1206.547,1041.533,291.084,1404.268,1091.485,196.1649,1230.361,1077.714,396.8271,1234.788
8829,927.2205,282.3808,1465.843,880.6571,272.3243,1206.717,1041.154,291.1926,1404.363,1091.225,196.3581,1230.548,1077.171,396.958,1234.937
8830,927.1592,282.3002,1465.678,880.3163,272.099,1206.765,1040.83,291.341,1404.365,1090.939,196.587,1230.611,1076.594,397.1625,1234.962
8831,926.9462,282.3045,1465.529,879.9499,271.8677,1206.717,1040.53,291.5311,1404.287,1090.686,196.803,1230.557,1076.015,397.3287,1234.876
8832,926.647,282.3247,1465.346,879.548,271.6325,1206.544,1040.121,291.6133,1403.982,1090.404,197.0229,1230.37,1075.454,397.4756,1234.637
8833,926.4185,282.3793,1465.036,879.1752,271.4239,1206.278,1039.998,291.8708,1403.768,1090.129,197.2347,1230.085,1074.948,397.6342,1234.33
8834,926.2833,282.3969,1464.546,878.7994,271.2111,1205.912,1039.774,292.0544,1403.397,1089.813,197.4818,1229.656,1074.429,397.7864,1233.844
8835,925.9396,282.435,1464.114,878.4304,271.0515,1205.489,1039.412,292.1635,1402.819,1089.517,197.6458,1229.107,1073.947,397.9079,1233.265
8836,926.2301,282.3864,1463.418,878.0217,270.9083,1205.004,1039.385,292.3363,1402.329,1089.187,197.8097,1228.448,1073.511,398.0876,1232.552
8837,925.9986,282.4424,1462.787,877.6071,270.797,1204.446,1039.115,292.4574,1401.611,1088.81,197.9061,1227.671,1073.067,398.1824,1231.748
8838,925.644,282.6216,1462.171,877.1711,270.6907,1203.82,1038.93,292.519,1400.793,1088.418,197.9502,1226.762,1072.612,398.2097,1230.753
8839,925.5084,282.6877,1461.376,876.7568,270.6289,1203.128,1038.75,292.5745,1399.896,1088.01,197.9835,1225.743,1072.195,398.2642,1229.683
8840,925.675,282.6513,1460.339,876.2697,270.5802,1202.333,1038.411,292.5666,1398.796,1087.599,198.0183,1224.614,1071.807,398.3024,1228.513
8841,925.2509,282.8589,1459.548,875.7927,270.5075,1201.498,1038.389,292.7003,1397.799,1087.165,198.0095,1223.387,1071.396,398.3268,1227.205
8842,925.4572,282.8167,1458.3,875.3444,270.5113,1200.501,1038.23,292.7534,1396.589,1086.793,197.9921,1222.066,1071.007,398.343,1225.818
8843,925.3701,282.9319,1457.178,874.8662,270.4962,1199.467,1038.106,292.8125,1395.339,1086.438,197.9375,1220.658,1070.678,398.3932,1224.316
8844,925.3135,283.0766,1455.983,874.4411,270.5333,1198.34,1037.986,292.9396,1393.99,1086.079,197.919,1219.154,1070.388,398.4454,1222.768
8845,925.0413,283.3246,1454.838,873.9885,270.5731,1197.138,1037.941,293.0865,1392.618,1085.752,197.886,1217.598,1070.106,398.4958,1221.134
8846,925.2251,283.376,1453.397,873.5658,270.6433,1195.824,1037.941,293.2325,1391.14,1085.419,197.9212,1215.913,1069.902,398.5936,1219.431
8847,925.1934,283.5346,1451.997,873.1574,270.7206,1194.46,1037.95,293.3779,1389.592,1084.972,197.9846,1214.148,1069.704,398.6594,1217.619
8848,925.1813,283.6985,1450.52,872.7144,270.8061,1193.024,1037.857,293.4834,1387.913,1084.381,198.1046,1212.307,1069.536,398.7027,1215.748
8849,925.1716,283.9014,1449.004,872.3287,270.9438,1191.567,1038.059,293.6994,1386.357,1084.04,198.0961,1210.427,1069.353,398.7102,1213.796
8850,924.9662,284.2069,1447.568,871.9319,271.0878,1190.057,1038.16,293.8067,1384.633,1083.715,198.0691,1208.513,1069.246,398.7106,1211.804
8851,924.9807,284.4097,1446.005,871.5582,271.2486,1188.496,1038.27,293.9308,1382.859,1083.371,197.9733,1206.515,1069.136,398.6837,1209.761
8852,925.0382,284.6198,1444.383,871.2286,271.4797,1186.917,1038.391,294.036,1381.028,1083.013,197.8563,1204.483,1069.063,398.6525,1207.651
8853,925.1031,284.8386,1442.749,870.8941,271.6983,1185.3,1038.526,294.1313,1379.167,1082.704,197.7697,1202.419,1069.071,398.6339,1205.542
8854,925.1591,285.0985,1441.063,870.6036,271.953,1183.644,1038.495,294.1548,1377.201,1082.422,197.6322,1200.288,1069.093,398.6116,1203.364
8855,925.246,285.3246,1439.372,870.2319,272.2048,1181.908,1038.759,294.3282,1375.286,1082.141,197.5069,1198.134,1069.157,398.5575,1201.164
8856,925.5401,285.4995,1437.513,869.9451,272.4661,1180.13,1038.922,294.4068,1373.302,1081.91,197.4297,1195.954,1069.253,398.5303,1198.95
8857,925.6011,285.7671,1435.735,869.7159,272.7701,1178.305,1039.047,294.5497,1371.237,1081.708,197.3541,1193.74,1069.384,398.5564,1196.714
8858,925.47,286.2002,1434.025,869.8662,273.197,1176.443,1039.31,294.7493,1369.298,1081.546,197.2715,1191.548,1069.567,398.5706,1194.51
8859,925.5376,286.4926,1432.205,869.3695,273.4288,1174.519,1039.495,294.9582,1367.319,1081.407,197.2228,1189.38,1069.863,398.6535,1192.291
8860,925.6454,286.8545,1430.362,869.2335,273.7571,1172.551,1039.776,295.1878,1365.354,1081.341,197.2067,1187.191,1070.212,398.7609,1190.091
8861,925.7296,287.1909,1428.509,869.1379,274.1393,1170.573,1040.078,295.4619,1363.362,1081.344,197.2442,1185.027,1070.392,398.8577,1187.957
8862,925.8095,287.5913,1426.644,869.0586,274.518,1168.588,1040.282,295.688,1361.369,1081.38,197.3074,1182.905,1071.076,399.0798,1185.775
8863,925.8492,287.9935,1424.812,869.0957,274.9668,1166.612,1040.672,296.0294,1359.49,1081.466,197.349,1180.813,1071.493,399.2361,1183.684
8864,925.935,288.4005,1422.97,869.1353,275.3798,1164.679,1040.999,296.3021,1357.58,1081.602,197.4035,1178.757,1071.702,399.3252,1181.64
8865,925.8871,288.8427,1421.262,869.2564,275.8008,1162.738,1041.344,296.615,1355.719,1081.825,197.4412,1176.719,1072.215,399.4558,1179.601
8866,925.9795,289.2439,1419.464,869.3804,276.2292,1160.834,1041.699,296.9047,1353.91,1082.081,197.4862,1174.754,1073.054,399.7264,1177.618
8867,926.1874,289.6897,1417.655,870.0668,276.8843,1159.006,1041.957,297.185,1352.114,1082.42,197.5534,1172.833,1073.369,399.806,1175.718
