Frame,20230915_CodeDev_KNHS_34A:T1,20230915_CodeDev_KNHS_34A:T10,20230915_CodeDev_KNHS_34A:Sternum,20230915_CodeDev_KNHS_34A:Rnip,20230915_CodeDev_KNHS_34A:Lnip
Frame,T1X,T1Y,T1Z,T10X,T10Y,T10Z,SternumX,SternumY,SternumZ,RnipX,RnipY,RnipZ,LnipX,LnipY,LnipZ
624,874.2181,251.1284,1447.95,852.3158,250.4564,1184.074,995.4709,255.9437,1396.556,1054.034,163.3292,1219.769,1048.107,362.7813,1227.459
625,874.1784,251.1259,1447.931,852.3384,250.4324,1184.004,995.5257,255.9622,1396.59,1054.063,163.3691,1219.775,1048.132,362.8073,1227.471
626,874.1433,251.1504,1447.881,852.3423,250.4234,1183.935,995.5084,255.9818,1396.592,1054.088,163.3647,1219.813,1048.154,362.8243,1227.486
627,874.1254,251.1405,1447.843,852.3405,250.4001,1183.865,995.533,255.9871,1396.638,1054.105,163.3705,1219.844,1048.166,362.821,1227.512
628,874.1104,251.1608,1447.831,852.3277,250.4004,1183.82,995.5494,256.0058,1396.681,1054.136,163.3768,1219.894,1048.164,362.8383,1227.549
629,874.1232,251.1769,1447.814,852.3421,250.3845,1183.798,995.5752,256.0249,1396.72,1054.189,163.4062,1219.949,1048.445,362.9361,1227.579
630,874.1076,251.2051,1447.813,852.3605,250.3635,1183.787,995.5906,256.0331,1396.75,1054.229,163.4342,1219.993,1048.484,362.9599,1227.62
631,874.1097,251.2044,1447.827,852.3893,250.3565,1183.807,995.5835,256.0737,1396.763,1054.272,163.4387,1220.031,1048.516,362.9729,1227.653
632,874.0855,251.2119,1447.841,852.4146,250.3437,1183.809,995.5915,256.0457,1396.792,1054.295,163.4164,1220.055,1048.534,362.9638,1227.659
633,874.0964,251.2167,1447.83,852.4149,250.3501,1183.84,995.5289,256.0001,1396.753,1054.308,163.4018,1220.057,1048.55,362.9525,1227.669
634,874.0851,251.1896,1447.832,852.4176,250.3518,1183.87,995.7092,256.0443,1396.875,1054.334,163.3756,1220.063,1048.567,362.9422,1227.666
635,874.0432,251.148,1447.846,852.4108,250.3371,1183.874,995.7156,256.0436,1396.856,1054.382,163.3649,1220.043,1048.6,362.9369,1227.654
636,874.0079,251.1173,1447.828,852.4034,250.308,1183.899,995.767,256.0051,1396.879,1054.391,163.3432,1220.039,1048.6,362.9134,1227.638
637,873.9693,251.111,1447.809,852.3986,250.2953,1183.869,995.6567,255.9875,1396.782,1054.405,163.3058,1220.029,1048.585,362.8914,1227.63
638,873.9338,251.0931,1447.775,852.3867,250.3066,1183.83,995.6983,255.9651,1396.841,1054.402,163.2855,1220.042,1048.606,362.9029,1227.632
639,873.9043,251.0763,1447.755,852.4129,250.2929,1183.776,995.6592,255.9639,1396.8,1054.417,163.2902,1220.036,1048.62,362.8963,1227.646
640,873.8837,251.0962,1447.715,852.4267,250.2881,1183.725,995.6918,255.9833,1396.835,1054.437,163.3012,1220.052,1048.66,362.9446,1227.663
641,873.8906,251.0945,1447.67,852.4367,250.28,1183.661,995.5939,256.0206,1396.781,1054.481,163.337,1220.077,1048.687,362.96,1227.687
642,873.8706,251.1205,1447.652,852.4625,250.2721,1183.627,995.6185,256.0712,1396.82,1054.522,163.3701,1220.124,1048.725,362.992,1227.731
643,873.863,251.1069,1447.651,852.4245,250.269,1183.613,995.6949,256.0533,1396.905,1054.542,163.3595,1220.181,1048.734,362.9806,1227.755
644,873.8652,251.0905,1447.649,852.4285,250.2469,1183.603,995.726,256.0131,1396.96,1054.567,163.3484,1220.216,1048.747,362.97,1227.8
645,873.8761,251.0815,1447.659,852.4717,250.237,1183.623,995.7341,255.9907,1397.01,1054.573,163.3255,1220.239,1048.761,362.9592,1227.833
646,873.8874,251.0555,1447.672,852.4652,250.2519,1183.646,995.7698,255.973,1397.034,1054.602,163.3005,1220.271,1048.792,362.9467,1227.854
647,873.8699,251.0564,1447.71,852.467,250.2479,1183.713,995.7587,255.9641,1397.041,1054.616,163.2968,1220.286,1048.828,362.94,1227.872
648,873.8818,251.0373,1447.719,852.4739,250.2529,1183.748,995.7117,255.9104,1396.994,1054.623,163.251,1220.288,1048.837,362.9075,1227.885
649,873.884,251.0197,1447.743,852.5007,250.265,1183.79,995.438,255.7846,1396.838,1054.611,163.2001,1220.283,1048.838,362.8793,1227.872
650,873.8792,251.0014,1447.732,852.4921,250.2586,1183.817,995.6619,255.802,1396.964,1054.621,163.1801,1220.265,1048.843,362.8602,1227.862
651,873.884,250.9694,1447.728,852.4943,250.2421,1183.801,995.4976,255.7885,1396.823,1054.67,163.1944,1220.248,1048.861,362.8626,1227.854
652,873.8648,250.9587,1447.711,852.4559,250.219,1183.772,995.5148,255.7885,1396.801,1054.685,163.2182,1220.24,1048.887,362.8802,1227.859
653,873.8422,250.9304,1447.678,852.4457,250.2182,1183.752,995.674,255.8658,1396.894,1054.704,163.2019,1220.238,1048.891,362.866,1227.854
654,873.8437,250.924,1447.659,852.4556,250.2097,1183.698,995.461,255.782,1396.772,1054.697,163.1988,1220.224,1048.888,362.8592,1227.864
655,873.852,250.9134,1447.613,852.4688,250.1983,1183.667,995.4952,255.766,1396.815,1054.715,163.1897,1220.251,1048.898,362.8683,1227.885
656,873.8533,250.906,1447.62,852.4915,250.1957,1183.615,995.4839,255.7795,1396.832,1054.738,163.2165,1220.284,1048.942,362.914,1227.929
657,873.8517,250.9133,1447.623,852.4997,250.1971,1183.603,995.5802,255.7954,1396.902,1054.766,163.2538,1220.305,1048.98,362.9332,1227.965
658,873.8613,250.8957,1447.628,852.4896,250.1897,1183.621,995.5165,255.8201,1396.873,1054.794,163.2603,1220.33,1049.004,362.9329,1227.983
659,873.8506,250.8795,1447.638,852.5057,250.1859,1183.646,995.5206,255.7856,1396.924,1054.798,163.2261,1220.368,1049.016,362.9157,1228.026
660,873.8757,250.8618,1447.655,852.4819,250.1552,1183.667,995.5607,255.7328,1396.966,1054.805,163.2094,1220.376,1049.01,362.8979,1228.055
661,873.8892,250.8574,1447.666,852.4981,250.1763,1183.71,995.5964,255.6832,1396.967,1054.82,163.1825,1220.373,1049.042,362.8765,1228.068
662,873.8998,250.8058,1447.69,852.4772,250.1658,1183.737,995.5719,255.6812,1396.916,1054.836,163.1674,1220.357,1049.078,362.8499,1228.06
663,873.9121,250.7913,1447.705,852.4863,250.1697,1183.785,995.6075,255.6169,1396.926,1054.859,163.1216,1220.351,1049.104,362.8217,1228.06
664,873.9406,250.7475,1447.694,852.509,250.1635,1183.802,995.5787,255.5578,1396.909,1054.841,163.0712,1220.343,1049.108,362.8081,1228.05
665,873.9595,250.743,1447.674,852.5174,250.1642,1183.786,995.5579,255.508,1396.87,1054.852,163.0379,1220.311,1049.127,362.7724,1228.031
666,873.9758,250.6927,1447.639,852.5501,250.1451,1183.758,995.5879,255.5006,1396.868,1054.873,163.0467,1220.274,1049.145,362.7664,1228.008
667,873.9647,250.6674,1447.633,852.5472,250.1219,1183.697,995.6467,255.5364,1396.874,1054.909,163.0605,1220.265,1049.177,362.8024,1228.005
668,873.9391,250.6336,1447.63,852.5635,250.1183,1183.659,995.6307,255.5367,1396.871,1054.93,163.0658,1220.274,1049.195,362.8012,1228.022
669,873.9377,250.6256,1447.604,852.5446,250.0917,1183.67,995.6174,255.5267,1396.865,1054.941,163.0759,1220.284,1049.208,362.7844,1228.04
670,873.9406,250.6185,1447.602,852.5402,250.0833,1183.634,995.68,255.5226,1396.901,1054.956,163.0735,1220.296,1049.228,362.7887,1228.054
671,873.9431,250.5964,1447.609,852.5692,250.0821,1183.624,995.7278,255.5214,1396.925,1054.995,163.0604,1220.324,1049.265,362.7924,1228.099
672,873.9738,250.5919,1447.623,852.6046,250.059,1183.622,995.7399,255.5144,1396.967,1055.018,163.0708,1220.357,1049.301,362.7961,1228.14
673,874.0068,250.5946,1447.634,852.6306,250.0494,1183.638,995.7662,255.4891,1396.999,1055.043,163.0546,1220.391,1049.334,362.7856,1228.178
674,874.0136,250.5721,1447.652,852.6324,250.0559,1183.701,995.7882,255.4705,1397.019,1055.073,163.0316,1220.412,1049.361,362.7525,1228.2
675,874.0251,250.5481,1447.667,852.6477,250.0705,1183.716,995.8185,255.4097,1397.018,1055.096,162.9824,1220.417,1049.38,362.7178,1228.21
676,874.0643,250.5244,1447.669,852.632,250.0405,1183.748,995.8182,255.3577,1397.006,1055.117,162.9513,1220.419,1049.4,362.6758,1228.209
677,874.0594,250.482,1447.667,852.6358,250.0229,1183.761,995.8613,255.3143,1397.012,1055.163,162.9155,1220.4,1049.412,362.6311,1228.203
678,874.0819,250.4315,1447.657,852.6349,250.0019,1183.778,995.8055,255.2825,1396.955,1055.167,162.8553,1220.382,1049.131,362.4906,1228.178
679,874.0823,250.4009,1447.656,852.6724,249.9821,1183.784,995.9592,255.2722,1397.041,1055.171,162.8092,1220.365,1049.132,362.4633,1228.169
680,874.0689,250.3667,1447.649,852.7026,249.98,1183.742,995.8119,255.1753,1396.944,1055.178,162.7768,1220.361,1049.155,362.4477,1228.165
681,874.0566,250.3278,1447.634,852.7117,249.9509,1183.711,995.9623,255.2431,1397.016,1055.2,162.7732,1220.347,1049.165,362.4532,1228.166
682,874.062,250.3133,1447.606,852.7486,249.947,1183.669,996.014,255.2464,1397.027,1055.247,162.7967,1220.324,1049.438,362.5601,1228.179
683,874.0793,250.2886,1447.583,852.7712,249.9247,1183.615,996.0129,255.2433,1397.035,1055.268,162.8118,1220.333,1049.218,362.4902,1228.189
684,874.0767,250.2678,1447.575,852.7634,249.8953,1183.617,996.0377,255.2337,1397.058,1055.307,162.8207,1220.353,1049.241,362.4872,1228.216
685,874.0692,250.2679,1447.576,852.7596,249.8826,1183.608,996.0593,255.2569,1397.07,1055.354,162.8453,1220.377,1049.275,362.5004,1228.24
686,874.1137,250.2512,1447.568,852.7855,249.8497,1183.608,996.1528,255.2598,1397.11,1055.421,162.8705,1220.401,1049.312,362.5222,1228.268
687,874.1368,250.229,1447.583,852.8209,249.8508,1183.62,996.2166,255.2603,1397.152,1055.478,162.8733,1220.431,1049.356,362.5284,1228.314
688,874.1579,250.2142,1447.6,852.8469,249.8237,1183.642,996.2393,255.2205,1397.197,1055.514,162.8559,1220.463,1049.377,362.5172,1228.334
689,874.1894,250.1841,1447.619,852.8749,249.8163,1183.676,996.2666,255.161,1397.211,1055.529,162.8047,1220.477,1049.389,362.4877,1228.337
690,874.2171,250.1643,1447.625,852.8886,249.8158,1183.731,996.236,255.1158,1397.183,1055.553,162.7479,1220.478,1049.4,362.435,1228.343
691,874.2192,250.1217,1447.636,852.8987,249.7986,1183.737,996.3255,255.07,1397.219,1055.587,162.7177,1220.463,1049.41,362.3973,1228.357
692,874.2082,250.0728,1447.645,852.9163,249.7777,1183.765,996.3155,255.0347,1397.21,1055.603,162.6916,1220.45,1049.427,362.371,1228.341
693,874.2139,250.0259,1447.631,852.9344,249.7131,1183.773,996.2658,255.0122,1397.175,1055.609,162.6407,1220.431,1049.413,362.3284,1228.337
694,874.2327,249.9779,1447.624,852.9283,249.6824,1183.769,996.2562,254.9667,1397.148,1055.643,162.6263,1220.424,1049.416,362.3306,1228.321
695,874.2181,249.9463,1447.617,852.9398,249.6516,1183.751,996.3151,254.9676,1397.174,1055.67,162.6444,1220.417,1049.426,362.3361,1228.326
696,874.2193,249.9152,1447.609,852.9465,249.637,1183.725,996.3562,254.9627,1397.177,1055.718,162.6471,1220.437,1049.432,362.359,1228.333
697,874.2349,249.8949,1447.575,852.9819,249.6042,1183.677,996.1776,254.9327,1397.066,1055.77,162.6992,1220.433,1049.437,362.4015,1228.345
698,874.256,249.8793,1447.574,853.0459,249.5777,1183.661,996.2266,254.9095,1397.089,1055.8,162.7166,1220.456,1049.483,362.4196,1228.378
699,874.2735,249.8572,1447.578,853.0926,249.5665,1183.64,996.2085,254.946,1397.105,1055.848,162.722,1220.493,1049.5,362.425,1228.423
700,874.2872,249.8465,1447.594,853.089,249.5482,1183.641,996.2675,254.9352,1397.146,1055.9,162.7604,1220.531,1049.503,362.4399,1228.46
701,874.2987,249.8399,1447.615,853.0865,249.5426,1183.652,996.4775,254.9755,1397.294,1055.955,162.7621,1220.562,1049.533,362.4368,1228.496
702,874.3253,249.7978,1447.626,853.1166,249.5088,1183.697,996.3187,254.9405,1397.195,1056.014,162.7568,1220.58,1049.554,362.4405,1228.529
703,874.3533,249.7425,1447.642,853.1321,249.4489,1183.72,996.3351,254.8985,1397.218,1056.027,162.7313,1220.599,1049.562,362.4118,1228.55
704,874.3636,249.7162,1447.66,853.1334,249.4111,1183.766,996.3697,254.8064,1397.236,1056.027,162.6768,1220.611,1049.551,362.3741,1228.557
705,874.3926,249.6851,1447.663,853.1381,249.4069,1183.831,996.3558,254.7655,1397.242,1056.047,162.6215,1220.608,1049.545,362.3444,1228.564
706,874.3828,249.6388,1447.683,853.1958,249.4099,1183.835,996.4734,254.8019,1397.296,1056.074,162.5918,1220.599,1049.558,362.3123,1228.548
707,874.3828,249.6003,1447.665,853.1939,249.3779,1183.85,996.5073,254.7706,1397.312,1056.096,162.5837,1220.602,1049.553,362.3183,1228.54
708,874.3859,249.5713,1447.659,853.1686,249.3236,1183.829,996.3229,254.6996,1397.179,1056.122,162.5754,1220.581,1049.562,362.2934,1228.531
709,874.4011,249.538,1447.644,853.1945,249.3108,1183.807,996.3654,254.6842,1397.18,1056.146,162.5838,1220.57,1049.54,362.3002,1228.508
710,874.4131,249.5208,1447.609,853.2052,249.2754,1183.752,996.3511,254.7092,1397.165,1056.184,162.6111,1220.567,1049.54,362.3399,1228.512
711,874.3879,249.5021,1447.605,853.1813,249.2558,1183.725,996.4302,254.7124,1397.2,1056.214,162.6528,1220.582,1049.544,362.3604,1228.522
712,874.3815,249.4927,1447.588,853.1857,249.235,1183.696,996.4203,254.7483,1397.19,1056.248,162.6831,1220.601,1049.57,362.4101,1228.557
713,874.4125,249.4817,1447.591,853.2168,249.1997,1183.696,996.5676,254.831,1397.333,1056.294,162.7006,1220.629,1049.566,362.4249,1228.6
714,874.4272,249.4687,1447.598,853.2472,249.1738,1183.682,996.5984,254.8186,1397.34,1056.321,162.7007,1220.667,1049.587,362.4267,1228.64
715,874.4382,249.4569,1447.607,853.2548,249.1664,1183.687,996.6361,254.8268,1397.391,1056.362,162.7151,1220.703,1049.589,362.4413,1228.656
716,874.4454,249.4626,1447.635,853.2579,249.1292,1183.723,996.623,254.8396,1397.4,1056.414,162.7331,1220.726,1049.619,362.4595,1228.687
717,874.4836,249.4263,1447.658,853.285,249.1206,1183.755,996.6548,254.8444,1397.399,1056.465,162.716,1220.741,1049.639,362.453,1228.689
718,874.5027,249.3774,1447.666,853.278,249.0829,1183.789,996.5359,254.7117,1397.327,1056.473,162.6697,1220.75,1049.627,362.4121,1228.695
719,874.4993,249.3246,1447.69,853.2488,249.0482,1183.836,996.6819,254.7189,1397.427,1056.478,162.6214,1220.759,1049.603,362.3336,1228.697
720,874.4942,249.2775,1447.716,853.2715,249.0272,1183.875,996.6697,254.6737,1397.412,1056.498,162.5751,1220.751,1049.604,362.3111,1228.684
721,874.5125,249.2422,1447.711,853.2908,249.0136,1183.881,996.6836,254.6208,1397.398,1056.508,162.5349,1220.727,1049.592,362.2716,1228.668
722,874.5067,249.2179,1447.689,853.2987,248.9853,1183.838,996.6683,254.5997,1397.375,1056.515,162.5166,1220.718,1049.591,362.2695,1228.661
723,874.493,249.2209,1447.686,853.2987,248.9878,1183.827,996.6505,254.58,1397.373,1056.523,162.5203,1220.717,1049.595,362.2841,1228.667
724,874.5025,249.1924,1447.661,853.3217,248.9552,1183.8,996.6661,254.6118,1397.368,1056.542,162.5363,1220.717,1049.593,362.3073,1228.67
725,874.4921,249.1763,1447.647,853.3212,248.9401,1183.775,996.7224,254.6544,1397.409,1056.585,162.5767,1220.727,1049.609,362.345,1228.67
726,874.4912,249.1722,1447.631,853.2936,248.9056,1183.709,996.7758,254.6897,1397.406,1056.622,162.6405,1220.722,1049.887,362.4939,1228.694
727,874.4952,249.1874,1447.627,853.2899,248.8862,1183.698,996.7943,254.7064,1397.439,1056.657,162.6808,1220.74,1049.9,362.507,1228.707
728,874.5215,249.1738,1447.621,853.3022,248.873,1183.664,996.8416,254.721,1397.46,1056.69,162.6848,1220.763,1049.913,362.5192,1228.729
729,874.5275,249.137,1447.622,853.3122,248.854,1183.685,996.8536,254.7141,1397.477,1056.712,162.6606,1220.773,1049.929,362.5109,1228.747
730,874.5193,249.1308,1447.641,853.3298,248.8154,1183.7,996.8603,254.6885,1397.497,1056.724,162.6398,1220.794,1049.939,362.5154,1228.762
731,874.5478,249.1107,1447.66,853.322,248.8363,1183.742,996.853,254.6797,1397.503,1056.741,162.6047,1220.83,1049.952,362.4905,1228.774
732,874.5674,249.0959,1447.678,853.3285,248.8232,1183.766,996.8318,254.642,1397.5,1056.736,162.5616,1220.823,1049.958,362.4581,1228.774
733,874.5627,249.0612,1447.681,853.3214,248.8038,1183.801,996.871,254.5607,1397.506,1056.749,162.521,1220.812,1049.967,362.4165,1228.775
734,874.5634,249.029,1447.692,853.3073,248.7979,1183.826,996.866,254.5666,1397.506,1056.758,162.4961,1220.811,1049.975,362.4068,1228.769
735,874.5273,249.0267,1447.704,853.3036,248.7869,1183.845,996.9227,254.5376,1397.54,1056.778,162.4754,1220.818,1049.974,362.3994,1228.761
736,874.5434,248.9882,1447.708,853.3043,248.7789,1183.855,996.8824,254.5207,1397.5,1056.776,162.4507,1220.812,1049.98,362.3728,1228.761
737,874.5613,248.9824,1447.689,853.3141,248.7741,1183.844,996.8937,254.5016,1397.511,1056.785,162.4328,1220.811,1049.992,362.3597,1228.762
738,874.5548,248.9785,1447.678,853.2922,248.777,1183.805,996.9023,254.4921,1397.491,1056.798,162.4503,1220.793,1049.703,362.2621,1228.753
739,874.5554,248.9653,1447.678,853.3131,248.7355,1183.786,996.9216,254.5065,1397.505,1056.826,162.4647,1220.801,1049.736,362.3032,1228.775
740,874.5544,248.9701,1447.67,853.3363,248.7337,1183.738,996.9683,254.5267,1397.523,1056.845,162.5067,1220.822,1050.041,362.4381,1228.803
741,874.5493,248.9714,1447.669,853.3076,248.7124,1183.727,996.9631,254.5285,1397.541,1056.856,162.5136,1220.843,1050.042,362.4235,1228.831
742,874.5692,248.9735,1447.64,853.29,248.6988,1183.699,996.9891,254.5434,1397.561,1056.865,162.5289,1220.86,1049.796,362.3425,1228.849
743,874.576,248.9431,1447.66,853.2917,248.672,1183.709,997.0136,254.5276,1397.583,1056.887,162.5143,1220.881,1050.069,362.4114,1228.87
744,874.5599,248.9483,1447.669,853.3032,248.6543,1183.694,997.0117,254.5174,1397.598,1056.906,162.5021,1220.91,1049.824,362.3221,1228.906
745,874.5787,248.925,1447.68,853.3057,248.6544,1183.745,997.0003,254.513,1397.593,1056.906,162.4804,1220.916,1049.841,362.293,1228.92
746,874.5821,248.9153,1447.714,853.3135,248.6533,1183.791,997.045,254.4362,1397.619,1056.91,162.4167,1220.933,1049.847,362.2402,1228.935
747,874.5953,248.888,1447.732,853.3243,248.6745,1183.836,996.9785,254.391,1397.597,1056.886,162.3458,1220.933,1049.828,362.1945,1228.925
748,874.5992,248.871,1447.733,853.322,248.6795,1183.842,996.9633,254.3332,1397.582,1056.886,162.2886,1220.931,1049.844,362.1563,1228.904
749,874.6071,248.8584,1447.743,853.319,248.6955,1183.86,997.0098,254.3199,1397.577,1056.896,162.278,1220.915,1049.854,362.1332,1228.892
750,874.609,248.8619,1447.741,853.3015,248.6575,1183.888,997.0081,254.3084,1397.568,1056.906,162.2646,1220.914,1049.865,362.1166,1228.876
751,874.6368,248.8511,1447.725,853.2999,248.6951,1183.872,997.0157,254.3147,1397.56,1056.922,162.2562,1220.91,1049.867,362.1023,1228.863
752,874.6323,248.8463,1447.708,853.2836,248.6606,1183.842,997.0416,254.3017,1397.559,1056.915,162.2338,1220.901,1049.862,362.1099,1228.849
753,874.6264,248.8426,1447.708,853.281,248.6609,1183.82,997.0074,254.3157,1397.541,1056.918,162.2572,1220.902,1049.877,362.1085,1228.863
754,874.6412,248.8708,1447.698,853.29,248.6599,1183.786,997.0548,254.3418,1397.573,1056.941,162.2762,1220.924,1049.922,362.1379,1228.877
755,874.6443,248.8736,1447.688,853.313,248.6504,1183.757,997.0688,254.3663,1397.578,1056.955,162.2981,1220.926,1049.942,362.1498,1228.896
756,874.6687,248.875,1447.672,853.3246,248.6478,1183.745,997.0972,254.3723,1397.589,1056.983,162.2867,1220.938,1049.965,362.1465,1228.915
757,874.6718,248.8632,1447.684,853.3107,248.6469,1183.74,997.1313,254.3362,1397.645,1056.967,162.2499,1220.972,1049.965,362.1315,1228.936
758,874.6646,248.8642,1447.697,853.2852,248.6411,1183.767,997.0885,254.3149,1397.621,1056.953,162.1996,1220.99,1049.97,362.0981,1228.965
759,874.6563,248.8299,1447.723,853.2842,248.6111,1183.786,997.1104,254.2836,1397.656,1056.973,162.1965,1220.988,1049.987,362.0565,1228.962
760,874.6698,248.8222,1447.729,853.2756,248.5923,1183.821,997.1318,254.2747,1397.636,1056.993,162.1539,1220.979,1050,362.0091,1228.946
761,874.6614,248.7984,1447.748,853.2768,248.6071,1183.85,997.1523,254.2151,1397.647,1056.978,162.1172,1220.982,1050.028,361.9811,1228.95
762,874.676,248.7868,1447.76,853.2657,248.6223,1183.891,997.1133,254.189,1397.63,1056.941,162.0294,1220.984,1050.018,361.9222,1228.938
763,874.7325,248.7968,1447.747,853.2758,248.6267,1183.882,997.0768,254.1481,1397.595,1056.938,161.9796,1220.957,1049.99,361.8597,1228.913
764,874.7476,248.7701,1447.74,853.2905,248.6508,1183.886,997.1137,254.1348,1397.569,1056.917,161.9483,1220.932,1050.017,361.8472,1228.889
765,874.7484,248.7771,1447.748,853.3047,248.6449,1183.875,997.101,254.1404,1397.547,1056.909,161.9393,1220.922,1050.031,361.8533,1228.86
766,874.7441,248.7845,1447.758,853.2651,248.6235,1183.887,997.1594,254.1158,1397.571,1056.912,161.9242,1220.928,1050.018,361.8337,1228.848
767,874.7528,248.7875,1447.726,853.2547,248.6295,1183.852,997.1707,254.1174,1397.539,1056.906,161.943,1220.906,1050.019,361.8371,1228.833
768,874.7599,248.7925,1447.712,853.2244,248.6227,1183.807,997.1812,254.1348,1397.519,1056.911,161.9523,1220.886,1050.06,361.8332,1228.82
769,874.7513,248.7859,1447.708,853.2135,248.5889,1183.783,997.2231,254.1341,1397.555,1056.897,161.9647,1220.887,1050.087,361.8542,1228.827
770,874.7662,248.7909,1447.704,853.2094,248.5594,1183.781,997.2495,254.1409,1397.577,1056.892,161.9634,1220.891,1050.111,361.8819,1228.828
771,874.7913,248.7881,1447.706,853.2054,248.5625,1183.783,997.2586,254.1156,1397.561,1056.874,161.9429,1220.893,1050.154,361.8929,1228.841
772,874.8022,248.7904,1447.728,853.2166,248.5585,1183.779,997.2766,254.1293,1397.535,1056.86,161.9394,1220.89,1050.204,361.8833,1228.849
773,874.8264,248.7981,1447.726,853.2043,248.5525,1183.805,997.2798,254.1242,1397.549,1056.864,161.9357,1220.906,1050.231,361.8695,1228.863
774,874.8554,248.7929,1447.75,853.1918,248.5498,1183.842,997.309,254.0773,1397.562,1056.84,161.8976,1220.909,1050.231,361.8351,1228.849
775,874.8642,248.7727,1447.762,853.217,248.5478,1183.87,997.3536,254.0497,1397.549,1056.819,161.8492,1220.901,1050.224,361.7863,1228.832
776,874.882,248.7818,1447.774,853.199,248.5643,1183.892,997.4044,253.994,1397.539,1056.799,161.7981,1220.887,1050.235,361.7357,1228.796
777,874.8845,248.7603,1447.773,853.1896,248.568,1183.897,997.3874,253.9656,1397.542,1056.779,161.7433,1220.865,1050.222,361.6821,1228.772
778,874.8877,248.7625,1447.775,853.16,248.5577,1183.922,997.2059,253.8412,1397.387,1056.757,161.7113,1220.833,1050.194,361.6335,1228.748
779,874.915,248.7717,1447.759,853.2023,248.5843,1183.917,997.3828,253.8771,1397.476,1056.732,161.6801,1220.814,1050.183,361.6062,1228.719
780,874.9301,248.7829,1447.764,853.1985,248.562,1183.895,997.2517,253.8242,1397.371,1056.72,161.6675,1220.804,1050.173,361.5985,1228.696
781,874.9163,248.7968,1447.763,853.1843,248.569,1183.872,997.2772,253.8563,1397.365,1056.712,161.7009,1220.781,1050.168,361.596,1228.678
782,874.9254,248.8138,1447.737,853.1937,248.5682,1183.823,997.3669,253.8911,1397.374,1056.73,161.7332,1220.755,1050.185,361.628,1228.661
783,874.9282,248.8079,1447.71,853.1688,248.5379,1183.799,997.3655,253.9109,1397.373,1056.731,161.7367,1220.753,1050.197,361.638,1228.65
784,874.943,248.8149,1447.734,853.1599,248.5069,1183.806,997.3834,253.9385,1397.381,1056.729,161.7269,1220.748,1050.182,361.6176,1228.639
785,874.931,248.7869,1447.743,853.1494,248.4883,1183.801,997.3839,253.9341,1397.396,1056.71,161.6994,1220.757,1050.167,361.6001,1228.637
786,874.9382,248.7871,1447.761,853.1315,248.4759,1183.822,997.4203,253.8926,1397.41,1056.712,161.666,1220.745,1050.407,361.6356,1228.643
787,874.9606,248.7902,1447.764,853.1122,248.4804,1183.852,997.4122,253.8784,1397.41,1056.72,161.6113,1220.747,1050.425,361.5929,1228.647
788,874.9745,248.7785,1447.799,853.116,248.4864,1183.896,997.3998,253.8569,1397.41,1056.708,161.5809,1220.753,1050.419,361.5527,1228.651
789,874.9929,248.7704,1447.819,853.1177,248.4952,1183.927,997.3617,253.7949,1397.413,1056.677,161.5113,1220.745,1050.387,361.4974,1228.632
790,875.0067,248.7578,1447.846,853.1511,248.4808,1183.981,997.334,253.7589,1397.404,1056.648,161.4453,1220.739,1050.381,361.4535,1228.617
791,875.0043,248.7548,1447.857,853.1118,248.493,1184.009,997.3525,253.7561,1397.389,1056.646,161.4234,1220.747,1050.364,361.3976,1228.604
792,875.0208,248.7569,1447.87,853.1064,248.4998,1184.019,997.3657,253.7627,1397.382,1056.657,161.4522,1220.721,1050.37,361.4004,1228.585
793,874.9952,248.7511,1447.853,853.0753,248.4912,1184.039,997.5065,253.8539,1397.461,1056.667,161.4631,1220.706,1050.382,361.3957,1228.558
794,874.9809,248.7367,1447.838,853.0823,248.4655,1184.027,997.534,253.8237,1397.453,1056.644,161.4498,1220.697,1050.37,361.4008,1228.552
795,874.9882,248.7471,1447.817,853.0978,248.4571,1183.979,997.3535,253.7567,1397.369,1056.629,161.4166,1220.709,1050.365,361.3937,1228.55
796,874.9971,248.7337,1447.804,853.1072,248.4189,1183.938,997.5016,253.8351,1397.453,1056.622,161.4442,1220.716,1050.381,361.4163,1228.564
797,874.9852,248.7303,1447.802,853.1073,248.4088,1183.922,997.3619,253.8012,1397.365,1056.646,161.468,1220.718,1050.401,361.4398,1228.562
798,874.9757,248.732,1447.794,853.1166,248.3904,1183.888,997.3587,253.8089,1397.382,1056.641,161.4791,1220.74,1050.42,361.4504,1228.583
799,874.9772,248.7156,1447.798,853.1236,248.3545,1183.867,997.5037,253.8718,1397.502,1056.634,161.4652,1220.752,1050.408,361.449,1228.618
800,874.9592,248.7247,1447.795,853.113,248.3464,1183.876,997.4866,253.8518,1397.506,1056.608,161.4388,1220.767,1050.397,361.411,1228.621
801,874.9643,248.6941,1447.799,853.0873,248.3209,1183.892,997.4723,253.8234,1397.51,1056.604,161.4067,1220.774,1050.367,361.3748,1228.628
802,874.9606,248.6938,1447.805,853.0859,248.3128,1183.924,997.4981,253.7971,1397.518,1056.599,161.3995,1220.779,1050.374,361.3419,1228.635
803,874.9429,248.6817,1447.814,853.0569,248.325,1183.923,997.505,253.7781,1397.521,1056.578,161.3617,1220.775,1050.349,361.3133,1228.634
804,874.9639,248.6659,1447.814,853.0641,248.3325,1183.917,997.4218,253.725,1397.483,1056.541,161.2874,1220.761,1050.322,361.2415,1228.622
